Open,High,Low,Close,Volume ,Moving Average 50,NextHigherorLower
415.2501,415.63,415.01,415.62,615700,1035748,0
415.62,415.75,415.03,415.225,1445900,1045122,0
415.22,415.355,414.91,415.02,486200,1036192,1
415.03,415.58,414.9806,415.4699,409100,1032474,0
415.4699,415.51,415.06,415.39,487800,1023014,1
415.395,416.03,415.1,415.9,893500,1019850,1
415.9,416.89,415.89,416.63,961800,1008988,1
416.64,417.15,416.54,416.98,793200,1005428,1
416.98,417.1999,416.87,416.99,655800,998586,1
416.99,417.64,416.98,417.6,719400,993900,0
417.6,417.7,417.09,417.35,687800,989276,0
417.35,417.43,416.885,417.13,495400,983170,1
417.13,417.77,416.87,417.7401,561700,977672,1
417.7401,418.09,417.34,418.045,948900,976898,1
418.04,418.47,417.91,418.14,1076100,978772,0
418.14,418.18,417.41,417.58,889100,979326,0
417.58,417.58,416.9,417.31,674300,969002,1
417.32,417.71,417.315,417.54,511000,946984,1
417.54,417.87,417.29,417.61,657100,925028,0
417.61,417.72,417.23,417.35,572900,903622,1
417.35,417.72,417.02,417.6901,496600,856526,0
417.6901,417.92,416.9516,417.38,693600,790430,1
417.38,417.72,417.2,417.66,419700,764232,0
417.66,417.72,417.36,417.38,531500,746826,1
417.38,417.5138,417.185,417.47,363800,725668,1
417.45,418.92,417.3,418.205,1064500,723804,1
418.16,420.15,416.951,419.03,4765200,796880,0
418.99,419.87,416.41,417.84,3184000,841632,0
417.84,418.59,417.08,417.74,2022200,854738,0
417.76,417.86,416.39,416.75,1375600,860134,1
416.75,417.51,415.7,417.12,2014200,881398,1
417.14,419.37,416.835,418.86,1815500,896638,0
418.85,419.3,414.41,414.76,4936400,980210,1
414.76,417.3,414.12,416.645,4260300,1044124,1
416.645,420.482,416.06,419.5,5324500,1129704,1
419.51,422.85,419.5,421.75,4871400,1214024,1
421.75,423.82,421.37,423.75,3712600,1274028,0
423.75,424.25,423.1,423.7,3021200,1322800,1
423.71,424.58,423.08,423.9099,2939500,1368514,1
423.9099,424.9,423.6,424.69,2421700,1406704,1
424.69,425.88,424.68,425.75,2322100,1442028,0
425.745,426.6,424.88,425.26,3093700,1495764,1
425.26,426.21,425.115,426.13,2246400,1528254,1
426.13,427.09,426.09,427.01,2008600,1556690,1
427.01,428.35,426.96,428.26,2501700,1595008,1
428.26,428.509,427.65,428.27,2947800,1645590,1
428.27,428.65,427.69,428.38,3228400,1697886,1
428.38,429.16,427.8457,429.1,4496600,1776782,0
429.1,429.66,428.76,428.88,5987600,1885640,1
428.86,429.09,428.25,428.99,8360800,2039408,0
424.58,425,423.32,423.88,3509300,2097280,0
423.89,424.32,423.5,423.8,2767000,2123702,0
423.77,424.6,422.69,422.72,2377600,2161530,0
422.72,422.97,422.03,422.07,2043800,2194224,0
422.07,422.54,421.76,421.93,1905500,2222578,0
421.93,422.2304,421.11,421.565,2193600,2248580,0
421.59,421.63,420.15,420.2218,2087900,2271102,0
420.21,420.3,418.97,419.49,3159700,2318432,1
419.49,419.97,418.22,419.9115,2947200,2364260,0
419.92,420,418.86,419.63,2117300,2392218,0
419.63,419.65,417.75,418.15,2518200,2428826,0
418.15,418.85,418.03,418.1,1473600,2448390,0
418.1,418.47,417.46,417.85,1922500,2475606,0
417.845,418.29,416.86,416.905,1948300,2495594,1
416.905,417.41,416.08,417.31,2150600,2517084,0
417.32,417.62,415.68,415.78,2122400,2541750,1
415.77,416.4,415.22,415.945,2218100,2572626,1
415.945,416.79,415.81,416.77,1738500,2597176,0
416.76,417.135,415.38,415.57,1758900,2619212,0
415.6,416.015,413.99,414.54,2329900,2654352,1
414.53,414.89,414.03,414.87,1971700,2683854,0
414.8,415.38,413.83,414.53,1960400,2709190,0
414.53,414.66,413.68,413.73,1724200,2735280,1
413.7299,414.7799,413.62,414.74,1655400,2757758,1
414.74,415.59,414.17,414.83,1764000,2785762,1
414.83,416.51,414.83,415.94,1870100,2801874,0
415.94,416.3401,415.35,415.45,1301600,2732602,0
415.46,415.47,414.25,414.64,1206200,2693046,0
414.65,414.77,412.28,412.36,2281500,2698232,0
412.37,412.91,412.32,412.335,1469000,2700100,0
412.33,412.35,411.01,412.14,2375800,2707332,1
412.125,413.57,412.06,413.4,2089400,2712810,1
413.4,414.34,412.83,413.66,2491200,2663906,1
413.67,414.15,413,414.02,1464900,2607998,0
414.02,414.52,413.17,413.34,1653800,2534584,1
413.34,414.9201,413.3,414.061,1439200,2465940,0
414.061,414.81,413.75,413.92,1226300,2416214,0
413.91,413.91,412.67,413.31,1501800,2385826,0
413.305,413.34,412.41,412.82,956500,2346166,0
412.84,413.11,412.06,412.54,1388000,2325492,1
412.54,413.94,412.43,413.925,1040900,2299868,1
413.93,414.53,413.77,414.51,1203100,2262056,1
414.51,415.96,414.4899,415.39,1509400,2247316,1
415.39,416.39,415.3101,416,1387300,2234890,0
416,416.02,414.46,414.56,1134800,2207552,1
414.56,415.0946,413.86,414.72,1023900,2169074,1
414.72,415.17,414.23,414.87,792400,2120354,1
414.865,415.0345,414.12,414.9,864600,2047714,0
414.9,414.9,413.82,414.33,773300,1943428,1
414.29,415.95,414.29,414.7338,1172200,1799656,1
414.74,415.75,414.43,414.765,834700,1746164,0
414.765,415.28,414.05,414.0501,826700,1707358,0
414.0501,414.14,413.1,413.49,1057800,1680962,0
413.49,413.65,412.83,413.45,886800,1657822,0
413.45,413.6,412.67,413.04,935500,1638422,1
413.05,413.91,412.86,413.615,815100,1610852,0
413.62,413.87,412.85,413.37,824700,1585588,1
413.37,415.03,413.26,415,1164100,1545676,0
415,415.18,412.87,413.11,965000,1506032,0
413.11,413.24,411.92,411.9899,1532100,1494328,0
411.96,412.48,411.65,411.83,1490900,1473782,1
411.83,412.43,411.58,412.3,1378700,1471884,0
412.29,412.74,411.81,412.3,1204400,1457522,1
412.31,413.18,412.18,412.67,1108500,1440726,1
412.67,414.14,412.64,412.83,1528700,1428288,0
412.81,412.94,412.34,412.77,1031100,1406462,0
412.77,413.08,411.44,411.59,1591700,1393934,0
411.59,411.86,410.82,411.45,1858200,1396328,0
411.45,411.67,410.155,410.2399,1822400,1397598,1
410.2399,410.84,410.12,410.79,1826400,1387528,0
410.78,410.82,410,410.32,1751900,1383132,0
410.31,411.37,409.73,410.03,2487600,1393676,1
410.03,411.2,409.44,410.98,2652200,1412236,1
410.98,412.21,410.77,411.73,3739900,1453926,0
411.73,412.51,411.38,411.67,3079200,1480230,0
411.67,412.32,409.91,410.16,4113700,1525102,1
410.16,414.3199,410.16,412.38,8188400,1662838,1
412.38,414.31,412.35,413.88,9765100,1834016,0
411.16,411.77,409.995,410.015,3200600,1852398,0
410.02,410.05,407.86,408.02,3463700,1892292,0
408.02,409.175,407.65,407.75,2862400,1902024,0
407.75,408.15,406.0901,407.23,3112500,1922486,0
407.23,407.67,406.17,406.49,2754600,1927754,0
406.49,406.95,405.73,406.3616,2756400,1953584,1
406.3616,407.23,405.75,406.93,2757800,1975664,1
406.92,408.7485,406.88,407.0486,2936700,2005614,1
407.05,408.72,406.43,408.04,2202400,2025136,1
408.07,411.61,408.01,410.51,2981700,2054734,1
410.51,411.21,409.73,410.55,2837900,2092362,0
410.57,411.565,409.42,409.46,2117700,2106956,0
409.49,410.72,408.86,408.97,1540200,2116942,0
408.94,409.26,407.64,408.59,1679400,2126468,1
408.58,409.82,408.1399,409.19,1225200,2120784,1
409.19,412.1,408.96,411.81,1960700,2132252,1
411.83,412.52,410.88,412.48,1515400,2139864,1
412.48,413.48,411.9,412.77,2105000,2161486,0
412.735,413.06,411.66,411.92,1231500,2170268,1
411.92,412.39,411.45,412.07,983700,2172650,1
412.085,412.93,411.08,412.92,1021400,2177612,1
412.92,413.9,412.64,413.22,1436400,2182896,1
413.22,414.8,412.905,414.44,1688400,2199970,0
414.44,414.5,413.47,413.73,1430300,2212042,0
413.73,413.96,411.74,411.91,1988200,2230650,0
411.91,411.96,410.23,410.37,1428800,2241490,1
410.37,411.19,409.6,410.78,1333700,2249454,1
410.79,410.98,410,410.82,917800,2251508,0
410.82,411.79,410.0739,410.17,1183800,2258690,0
410.19,410.68,409.5301,409.89,751200,2250432,1
409.89,411.57,409.53,411.54,1128200,2253696,1
411.54,413.12,411.41,411.8,1364900,2250352,0
411.8,411.88,409.93,410.235,1102200,2242578,0
410.235,411.08,409.7,409.7977,946300,2233930,1
409.7977,412.2,409.71,411.515,995500,2229752,1
411.53,412.22,411.15,411.81,914300,2225868,1
411.81,412.53,411.07,412.47,756200,2210418,0
412.47,412.84,410.85,411.86,917100,2208138,1
411.86,412.38,411.34,412.23,762300,2191550,0
412.23,412.7,412.03,412.1,655500,2167496,1
412.1,413.18,411.21,412.65,958100,2150210,1
412.65,413.98,412.48,413.78,1226200,2138206,1
413.79,414.36,413.18,414.19,1221800,2127604,0
414.19,414.19,412.71,413.24,1040000,2098652,0
413.27,413.52,412.58,412.65,983600,2065280,0
412.64,412.96,411.16,411.26,1156800,2013618,1
411.26,412.6,411,411.88,935900,1970752,1
411.88,412.61,411.24,412.07,1066000,1909798,1
412.07,412.79,411.89,412.5,906500,1764160,0
412.49,412.94,410.82,411.335,1174700,1592352,1
411.31,412.2,410.69,411.67,1203700,1552414,0
411.67,412.125,410.82,411.315,832100,1499782,0
411.315,411.53,409.87,410.07,1003500,1462604,1
410.08,410.28,409.79,410.11,683100,1414016,0
410.11,410.75,409.65,409.86,1151700,1381958,0
409.84,409.84,408.59,408.63,1297300,1352776,1
408.63,409.89,408.59,409.47,1201400,1321648,0
409.47,410.24,409.31,409.38,942400,1281762,0
409.36,409.75,408.88,409.15,961700,1256948,0
409.15,409.25,408.3228,408.77,1300000,1223314,0
408.73,409.2,407.97,408.325,1600200,1198560,0
408.31,408.76,407.89,408.27,1030500,1176816,0
408.27,408.91,407.97,408.03,927100,1164554,1
408.04,409.47,407.8,409.31,1211200,1155190,1
409.32,410.39,409.18,410.215,1581900,1162324,0
410.22,410.64,408.88,408.9399,1339900,1149908,1
408.915,409.28,408.31,409.14,1231000,1144220,0
409.14,409.44,407.79,408.14,1237300,1126866,1
408.125,408.89,408.04,408.17,938400,1121004,1
408.17,408.66,407.66,408.53,1478900,1130908,0
408.53,408.61,407.45,407.6037,1289000,1136260,1
407.6037,408.94,407.36,408.625,1661700,1140766,1
408.625,409.8317,408.57,409.55,1948500,1145968,1
409.55,412.06,409.48,411.8401,3731400,1191990,0
411.85,412.18,410.8,411.091,3101600,1214258,1
411.091,412.61,410.62,411.91,2863400,1242950,0
411.91,412.98,411.35,411.385,2969600,1275668,0
411.385,411.72,410.9,411.38,5057400,1358460,0
405.2,405.74,404.06,405.08,3513100,1405046,1
405.08,406.41,404.4,405.715,3464600,1459314,0
405.7,405.91,404.445,405.49,2709900,1490948,0
405.49,405.49,403.27,404.01,2358600,1510822,1
404.03,406.05,403.52,405.78,2294400,1534666,0
405.78,405.88,404.47,405.18,1523000,1546200,0
405.18,405.46,403.88,404.49,1994200,1566174,0
404.49,404.83,402.93,402.98,1335800,1574604,1
402.99,404.87,402.9601,404.31,1615700,1591794,0
404.33,404.91,403.3501,403.64,1375800,1600968,0
403.64,404,402.66,402.6899,1448300,1614688,0
402.6899,403.33,402.26,402.46,1668400,1634946,1
402.45,402.81,401.86,402.6,1778200,1651348,0
402.58,402.73,401.19,401.24,1441300,1655650,1
401.24,402.57,401.21,402.3801,1875700,1668728,1
402.3801,403.13,402.17,402.61,1396400,1675856,0
402.61,403.04,401.31,401.3218,1202800,1680240,0
401.3218,402,400.72,400.9633,1704300,1691190,1
400.96,401.69,400.73,401.28,1762800,1707728,0
401.28,401.28,400.41,401.1725,1885000,1724108,0
401.13,401.74,400.586,400.92,983100,1725640,1
400.92,401.81,400.84,401.11,1384200,1729830,0
401.11,401.15,400.35,400.57,1226600,1730288,0
400.56,400.64,399.9,400.125,1859500,1750836,1
400.125,400.47,399.34,400.35,2338100,1777528,1
400.35,401.59,400.13,401.58,1793000,1799726,0
401.58,402.14,401.06,401.46,1445100,1805594,0
401.46,401.97,401.17,401.39,864900,1796946,1
401.39,402.33,401.3603,402.135,1381600,1800550,0
402.135,402.51,401.59,401.9,998300,1801668,0
401.9,401.92,400.64,400.9233,1128000,1804994,1
400.9233,403.15,400.8,402.411,1523200,1809458,1
402.411,403.57,402.411,403.335,1338000,1804214,1
403.3225,404.15,403.27,403.55,1469800,1813000,1
403.55,404.04,402.92,403.69,1182000,1818098,0
403.69,403.99,402.63,403.2,883200,1811538,1
403.19,403.91,402.57,403.4,1024400,1800388,0
403.4,403.41,401.77,401.79,1096900,1795528,0
401.78,402.16,401.47,401.59,801000,1786928,0
401.59,401.68,401.08,401.36,915900,1780500,0
401.36,401.4,400.77,400.88,755400,1776840,0
400.88,401.25,400.68,400.72,712700,1761516,0
400.72,401.0809,400.4001,400.54,787300,1751482,1
400.54,400.91,400.41,400.68,743200,1733112,0
400.68,400.68,400.101,400.23,898100,1712104,1
400.23,401.17,400.13,400.91,921200,1655900,0
400.91,400.91,400.25,400.58,785700,1609582,1
400.58,401.82,400.56,401.58,1301200,1578338,0
401.58,401.955,400.29,400.34,1342000,1545786,0
400.32,400.4,399.83,400.23,1031400,1465266,1
400.22,401.68,400.115,401.49,1084600,1416696,0
401.49,401.86,400.81,400.9601,980500,1367014,0
400.9601,401.1,399.41,399.78,1379000,1340396,1
399.78,400.96,399.63,400.54,1025300,1313730,1
400.54,401.32,400.48,400.85,1032400,1288490,0
400.85,401.18,400.04,400.41,898200,1275994,1
400.43,401.15,400.11,400.415,798800,1252086,1
400.4,401.56,400.4,401.39,941500,1244200,0
401.39,401.43,400.02,400.185,817700,1228240,0
400.19,400.33,399.612,400.1,1328200,1227288,0
400.09,400.23,399.11,399.77,1485600,1228034,1
399.77,400.75,399.63,399.965,1618700,1227040,1
399.97,400.39,399.71,399.97,1044400,1212364,1
399.96,401.139,399.91,400.03,1615200,1215842,1
400.03,400.94,399.34,400.6,1468900,1207706,1
400.59,401.62,400.58,401.27,1432900,1208436,0
401.27,402.28,400.81,401.06,1977300,1223926,1
401.06,402.42,400.78,401.12,1702300,1223886,1
401.12,402.51,400.9975,402.3487,1878100,1226192,0
402.33,402.58,400.1,401.43,1331400,1215120,0
401.41,401.41,399.84,399.97,1340700,1222272,0
399.96,400.16,399.24,399.69,1561900,1225826,0
399.69,399.69,398.67,399.27,2068100,1242656,1
399.27,399.62,398.75,399.33,1922400,1243914,0
399.33,399.41,398.3,398.5002,2636600,1249884,0
398.5002,398.7905,397.37,397.68,2963700,1273298,0
397.67,397.84,396.5,397.36,5349200,1351380,1
397.36,398.99,397.34,398.23,8000400,1494090,1
404.5,406.08,404.46,404.76,3724300,1540944,0
404.77,404.77,403.44,404.34,2283400,1566646,0
404.34,404.43,403.31,403.42,1330300,1570692,0
403.42,403.42,401.9,402.11,1755000,1575328,1
402.11,403.2,401.85,402.9,1667900,1581926,1
402.9,404.16,402.7,404.14,1827900,1589088,1
404.16,404.54,403.17,404.41,1552500,1596498,0
404.41,405.04,403.95,404.09,1356400,1605962,0
404.09,404.74,402.97,403.39,1321900,1611912,1
403.36,404.26,403.25,403.7,1052800,1611030,0
403.7,404.19,402.32,403.026,1117400,1617358,0
403.026,403.14,401.86,402.455,1287700,1624794,0
402.51,402.79,401.555,401.95,1178700,1633260,0
401.95,402.01,400.76,400.85,1040300,1639812,0
400.85,400.9532,399.9,400.77,1467100,1653408,0
400.77,400.77,398.86,399.22,1856300,1675670,1
399.2,399.99,398.34,399.79,1953500,1696778,0
399.78,399.87,398.84,398.95,1325800,1704870,0
398.95,399.86,397.91,398.35,1663200,1722420,0
398.35,398.42,396.9704,397.12,1770800,1731812,0
397.11,397.69,396.49,396.51,1923500,1743442,1
396.51,398.21,396.16,398.15,2038900,1763592,0
398.15,398.23,396.66,396.825,1569300,1773286,1
396.82,397.4,395.9,397.3361,1606800,1785812,0
397.3361,397.72,395.92,396.8101,1594000,1790112,1
396.8101,398.8,396.72,398.63,1274200,1795090,0
398.63,398.98,397.46,398.02,1381400,1802070,0
398.01,398.07,396.81,397,967400,1803454,1
396.98,397.18,396.05,397.1,1035700,1808192,1
397.1,397.875,395.77,397.41,1616700,1821696,1
397.41,398.49,397.02,398.45,1440000,1834142,0
398.44,398.5,396.37,396.49,1169800,1830974,1
396.49,397.6228,396.13,396.88,1113500,1823532,0
396.88,397.81,396.38,396.4302,719900,1805556,0
396.4,396.92,396.02,396.25,826600,1801200,1
396.25,396.83,396.02,396.39,815100,1785198,0
396.39,396.95,394.82,395.33,1653600,1788892,1
395.32,396.15,395.18,395.49,953800,1779310,1
395.49,396.55,395.25,396.33,953900,1758842,1
396.33,397.65,396.14,397.07,1353700,1751870,0
397.02,397.03,395.62,395.83,869500,1731698,1
395.79,396.36,395.62,395.95,653000,1718130,1
395.95,397.53,395.63,397.155,1290300,1717122,1
397.155,398.03,397.1144,397.58,1190100,1709686,0
397.58,397.75,396.64,397.13,1147100,1691266,0
397.13,397.57,396.27,396.69,866200,1670142,1
396.69,397.19,396.1,396.9043,986400,1637138,1
396.9043,398.57,396.9043,398.52,1215000,1602164,1
398.49,399.53,398.49,399.48,1538200,1525944,1
399.4735,400.75,399.4735,400.65,1841700,1402770,1
400.65,401.82,400.56,401.3285,1569200,1359668,1
401.3285,402.55,401.29,402.445,1333100,1340662,0
402.45,402.67,401.6802,402.36,1224300,1338542,1
402.36,403.14,402.06,403.07,999700,1323436,0
403.07,403.26,402.28,402.96,1453100,1319140,0
403.02,403.18,401.845,401.91,1316100,1308904,1
401.91,403.11,401.66,402.87,1008500,1298024,0
402.86,402.95,400.47,401.88,1437800,1299652,0
401.88,402.36,400.85,401.06,1033000,1293874,0
401.06,401.249,399.88,400.7052,1675600,1306330,0
400.7052,401.06,400.25,400.5763,821800,1300418,1
400.57,401.4774,400.5,400.65,959800,1293860,1
400.65,402.32,399.97,402.07,1096100,1292208,0
402.07,402.2,400.27,401.2,1031400,1292030,1
401.2,401.83,400.76,401.64,911300,1280914,0
401.64,401.79,400.18,401.33,1215600,1268100,1
401.33,402.14,400.84,401.62,1694900,1262928,0
401.62,402.78,401.37,401.54,1115200,1258716,1
401.54,402.25,401.24,401.6801,908100,1243614,1
401.66,402.33,400.94,401.74,1088100,1229960,0
401.74,401.89,400.09,400.3,1148400,1214458,0
400.3,400.5238,399.37,399.77,1413900,1201958,0
399.7699,399.7899,398.7699,399.3899,1790900,1206390,0
399.39,399.68,398.2599,398.7199,1546800,1205190,0
398.7,398.86,398.2,398.4099,1611900,1205548,1
398.41,399.66,398.08,399.09,2381100,1227686,1
399.07,399.61,398.28,399.38,4483100,1289720,0
399.37,399.54,398.61,399.08,5123600,1372844,0
397.99,399.69,395.22,397.13,4177300,1435676,1
397.12,397.82,396.21,397.245,2763700,1458616,1
397.195,400.59,396.57,400.47,2991100,1489638,1
400.47,402.825,399.82,402.3102,2570900,1517660,1
402.33,403.17,401.69,402.4,2574800,1546886,0
402.4,402.4,400.61,402.26,1824400,1568976,0
402.26,402.46,400.8,402.15,2214600,1596736,0
402.17,402.247,399.86,400.034,1704600,1614526,1
400.08,401.77,399.6,401.02,2344400,1628342,1
401.04,401.88,400.29,401.65,1675900,1642784,1
401.65,403.42,401.1,402.98,2397300,1671652,0
402.98,403.3,401.94,402.68,1406000,1672698,0
402.68,403.08,401.37,401.93,1072400,1676756,1
401.93,403.54,401.2,403.14,1505400,1693804,1
403.13,403.91,402.81,403.77,1233100,1692660,0
403.77,404.04,402.51,402.76,1073900,1690336,0
402.71,402.75,400.79,401.461,1358800,1694570,0
401.461,401.8743,400.82,401.45,1122200,1699690,0
401.45,401.66,400.35,401.09,1114400,1702250,0
401.09,401.32,400.38,400.67,802400,1693998,1
400.69,401.76,400.49,401.535,748900,1678212,0
401.55,401.745,399.56,400.04,1175200,1664882,1
400.04,401.33,399.93,401.0865,995300,1653404,1
401.07,402.03,400.66,401.91,1242400,1651590,1
401.925,402.43,401.44,401.95,1001400,1647132,1
401.96,403.8,401.5204,403.14,1325000,1653638,0
403.14,403.625,402.75,402.89,916300,1642902,0
402.89,403.08,402.05,402.24,646200,1629504,0
402.22,402.36,401.25,401.57,745600,1624246,0
401.57,401.61,400.84,401.39,580200,1607094,0
401.34,401.4,400.45,400.82,664200,1599718,0
400.82,401.44,400.59,400.6501,614400,1578494,0
400.6501,400.875,399.96,400.55,991100,1581880,0
400.53,400.84,399.85,399.91,709000,1576864,1
399.91,401.68,399.77,401.45,981900,1574580,0
401.45,401.62,398.7,398.86,1387200,1581696,0
398.84,399.13,398.34,398.78,1395100,1591372,1
398.78,399.55,398.66,399.025,1192300,1590906,0
399.025,399.75,398.1,398.47,1003900,1577086,1
398.475,398.93,398,398.7984,1122300,1577228,0
398.81,398.84,397.53,397.56,807500,1575216,0
397.56,397.77,396.83,396.98,1247600,1578406,0
396.98,397.1,396.3,396.3801,1504100,1585520,0
396.3801,396.5001,395.65,396.05,1866700,1594576,1
396.05,396.76,395.93,396.18,1018600,1579130,1
396.18,396.91,396.17,396.3,845100,1565096,1
396.3,396.97,395.51,396.73,1211800,1557094,0
396.75,397.03,395.47,395.61,1162800,1532728,1
395.61,396.31,395.27,396,1215500,1467376,0
396,396.4,394.92,394.98,1016400,1385232,0
394.98,395.09,394.57,394.63,1150300,1324692,0
394.63,394.66,393.76,394.54,1764400,1304706,0
394.535,394.94,393.98,394.27,1206800,1269020,0
394.26,394.69,393.25,393.52,1637000,1250342,1
393.52,395.34,393.44,395.34,1970800,1238262,0
395.32,395.46,394.25,394.32,1076200,1223298,1
394.31,395.08,393.92,395.02,827000,1195546,1
395.015,395.93,394.59,395.44,1461600,1190686,1
395.45,396.46,394.58,396.29,1411000,1172018,0
396.3,397.34,395.7,396,1889900,1176298,1
396,397.04,395.35,397.0035,1579200,1159936,0
397.025,397.39,396.45,396.97,1131900,1154454,1
396.98,397.98,396.17,397.9,1413500,1161276,0
397.9,398.16,396.4,396.6,1247100,1156110,0
396.6,396.86,395.34,395.63,1125400,1153956,0
395.62,396.07,395.17,395.33,935500,1151188,0
395.33,395.52,394.56,394.61,1294200,1149896,1
394.58,395.32,394.18,395.18,1170600,1150864,0
395.14,395.75,394.55,394.81,1266400,1153904,1
394.81,395.5,393.93,394.94,1534100,1168538,0
394.95,395.225,394.24,394.41,1404500,1181650,1
394.41,395.4226,394.31,394.69,1149700,1181140,0
394.69,395.22,394.25,394.391,1559500,1192424,0
394.391,394.43,393.19,393.33,2228900,1212154,1
393.3,393.81,393.09,393.37,1944700,1231020,0
393.37,393.37,392.4,392.48,3019400,1264908,0
392.45,392.96,391.96,392.46,4241600,1331414,1
392.45,392.83,392.08,392.77,5198100,1422452,0
389.58,390.65,387.96,387.99,4084100,1489222,0
387.99,388.91,387.11,387.38,2536900,1528356,1
387.38,389.46,386.92,389.05,2423200,1563536,1
389.06,391.28,388.4,389.59,2374500,1598738,1
389.59,390.59,388.6606,390.05,1805100,1615018,0
390.05,390.05,387.94,388.6,2021200,1641262,0
388.6,388.68,387.33,388.38,1819200,1658008,1
388.38,391.4,388.3,391.05,1768200,1665628,1
391.05,392.75,390.7,391.85,2760900,1692944,0
391.85,392.36,390.77,391.64,1708100,1703260,1
391.64,393.74,391.21,393.28,1891400,1721010,0
393.26,393.42,391.59,391.9898,1651400,1731592,0
392.04,392.7,390.79,391.31,1543800,1746318,1
391.31,392.56,390.89,392.411,1202100,1745408,0
392.4242,392.5,390.78,391.26,1270300,1740732,1
391.27,392.48,390.87,392,959500,1722588,1
392,393.38,391.91,393.29,1036000,1722936,1
393.29,394.24,393.07,394.02,1480800,1735650,1
394.02,394.7,393.01,394.66,1588100,1743176,1
394.66,395.61,393.91,395.59,1261400,1745148,0
395.6,395.8,394.04,394.08,1275800,1746354,0
394.08,394.29,393.4311,393.89,909000,1744206,0
393.89,394.18,392.72,392.89,893200,1739064,1
392.93,393.52,392.58,392.9859,806500,1719906,0
393.01,393.35,391.416,391.96,1239600,1720562,1
391.96,392.83,391.59,392.74,1122500,1710272,0
392.74,392.77,391.34,391.41,1129700,1693450,0
391.41,391.55,390.28,390.3451,1100500,1693936,0
390.35,390.35,389.17,389.63,1410700,1705610,0
389.62,389.71,388.66,388.697,1426400,1704906,1
388.697,389.01,388.16,388.955,1590600,1708498,1
388.945,389.45,388.41,389.19,1103600,1692772,0
389.19,389.71,388.27,389.1472,993200,1681052,1
389.125,389.58,388.26,389.195,994200,1678298,1
389.195,390.07,388.695,389.9193,907600,1668180,1
389.9193,390.83,389.72,390.5099,1126200,1665762,1
390.51,391.81,390.44,391.65,907800,1661410,0
391.65,391.94,390.97,390.97,911900,1660938,1
390.97,392.09,389.79,392.09,1180800,1658670,0
392.09,392.36,390.95,391.29,815100,1651560,0
391.2403,391.65,390.64,391.22,743800,1641108,0
391.22,391.82,390.27,390.47,584400,1622114,0
390.47,391.1,389.58,389.75,866500,1611354,0
389.76,389.97,389.16,389.62,686900,1602098,1
389.62,390.6,389.34,389.6807,653800,1583984,0
389.68,390.33,388.82,389.04,739200,1554190,1
389.04,389.91,388.88,389.31,552100,1526338,1
389.31,389.6,388.67,389.34,441800,1474786,0
389.34,389.7617,388.25,388.64,771800,1405390,0
388.65,388.98,387.72,387.845,811500,1317658,0
387.845,388.06,387.52,387.67,713300,1250242,0
387.67,387.87,386.54,386.59,1012000,1219744,1
386.59,387.05,386.54,386.73,861800,1188516,1
386.73,387.64,386.34,387.04,1062400,1162274,1
387.04,387.96,386.84,387.545,1300600,1152184,0
387.545,387.57,386.0577,386.1,991300,1131586,1
386.1,386.77,386.02,386.66,785100,1110904,1
386.64,387.33,386.34,387.1905,763600,1090812,0
387.1905,387.76,386.37,386.68,744200,1050478,1
386.6675,387.34,386.25,386.96,1353300,1043382,0
386.96,387.17,385.6557,386.22,1235000,1030254,0
386.22,386.24,385.38,385.515,980400,1016834,1
385.515,385.87,385.155,385.62,967800,1005314,0
385.61,386.32,385.485,385.57,1039100,1002054,1
385.58,386.47,385.15,385.86,1004000,996728,0
385.86,386.17,385.38,385.7349,779300,993124,1
385.7349,387.01,385.48,386.91,1385200,1000108,0
386.96,387.08,385.8,386.2,952100,989534,1
386.22,386.29,385.37,386.23,1128800,980348,1
386.23,388.16,386.17,387.88,1922800,993576,1
387.88,389.92,387.67,389.34,3082600,1029712,0
389.34,390.35,388.05,388.17,2480100,1061134,1
388.17,389.98,388.09,389.1,1820400,1079678,1
389.06,389.88,388.43,389.78,1660600,1096760,0
389.78,390.8,388.99,389.53,2084100,1113650,0
389.53,390.46,389.11,389.47,1828800,1127776,1
389.47,391.55,389.47,390.36,4733500,1199852,1
390.36,392.58,390.15,392.39,4451500,1266872,1
396.73,397.32,396.16,396.2,2800200,1294662,1
396.19,397.53,395.61,396.92,1992600,1305986,1
396.92,397.68,396.2699,397.6,1390700,1301988,0
397.6,397.97,396.73,397.1,1174100,1303398,1
397.1,399.07,397.1,398.9299,1643200,1316398,0
398.94,399.04,398.21,398.64,1215700,1320828,1
398.64,399.98,398.4601,399.74,2425400,1351184,0
399.74,399.895,399.07,399.73,1821200,1365084,1
399.73,400.22,399.29,399.759,1859700,1384122,1
399.759,399.97,399.22,399.87,1311000,1392104,1
399.87,401.19,399.8,401.12,1523800,1398964,0
401.12,401.49,400.86,400.98,1424800,1411158,1
400.97,401.35,400.87,401.28,1048600,1417254,0
401.28,401.45,400.75,401.08,935500,1424276,0
401.08,401.17,399.9536,399.98,1120100,1429348,1
399.98,400.475,399.35,400.14,1248100,1440572,1
400.135,401.1112,399.995,401.1,774400,1442984,0
401.105,401.31,400.69,400.89,811700,1444434,0
400.89,401.03,400.255,400.595,942100,1452234,1
400.6,401.15,400.57,401.02,630000,1455998,0
401.02,401.19,400.735,400.99,817600,1456914,0
