Date,15:55 Last,14:50:00 Open,14:55:00 Open,15:00:00 Open,15:05:00 Open,15:10:00 Open,15:15:00 Open,15:20:00 Open,15:25:00 Open,15:30:00 Open,15:35:00 Open,15:40:00 Open,15:45:00 Open,15:50:00 Open,15:55:00 Open,14:50:00 High,14:55:00 High,15:00:00 High,15:05:00 High,15:10:00 High,15:15:00 High,15:20:00 High,15:25:00 High,15:30:00 High,15:35:00 High,15:40:00 High,15:45:00 High,15:50:00 High,15:55:00 High,14:50:00 Low,14:55:00 Low,15:00:00 Low,15:05:00 Low,15:10:00 Low,15:15:00 Low,15:20:00 Low,15:25:00 Low,15:30:00 Low,15:35:00 Low,15:40:00 Low,15:45:00 Low,15:50:00 Low,15:55:00 Low,14:50:00 Last,14:55:00 Last,15:00:00 Last,15:05:00 Last,15:10:00 Last,15:15:00 Last,15:20:00 Last,15:25:00 Last,15:30:00 Last,15:35:00 Last,15:40:00 Last,15:45:00 Last,15:50:00 Last,15:55:00 Last,14:50:00 Change,14:55:00 Change,15:00:00 Change,15:05:00 Change,15:10:00 Change,15:15:00 Change,15:20:00 Change,15:25:00 Change,15:30:00 Change,15:35:00 Change,15:40:00 Change,15:45:00 Change,15:50:00 Change,15:55:00 Change,14:50:00 %Chg,14:55:00 %Chg,15:00:00 %Chg,15:05:00 %Chg,15:10:00 %Chg,15:15:00 %Chg,15:20:00 %Chg,15:25:00 %Chg,15:30:00 %Chg,15:35:00 %Chg,15:40:00 %Chg,15:45:00 %Chg,15:50:00 %Chg,15:55:00 %Chg,14:50:00 Volume,14:55:00 Volume,15:00:00 Volume,15:05:00 Volume,15:10:00 Volume,15:15:00 Volume,15:20:00 Volume,15:25:00 Volume,15:30:00 Volume,15:35:00 Volume,15:40:00 Volume,15:45:00 Volume,15:50:00 Volume,15:55:00 Volume
2022-01-07,466.03,467.4,467.58,467.47,467.66,467.635,467.14,467.34,467.04,466.96,466.97,467.25,466.78,466.78,466.45,467.73,467.66,467.76,467.98,467.65,467.39,467.45,467.06,467.48,467.35,467.4,467.28,467.19,466.73,467.21,467.38,467.44,467.54,467.0899,467.08,467.02,466.65,466.7,466.8,466.7,466.59,466.36,465.92,467.595,467.47,467.67,467.65,467.17,467.34,467.05,466.965,466.97,467.255,466.795,466.96,466.43,466.03,0.215,-0.125,0.2,-0.02,-0.48,0.17,-0.29,-0.085,0.005,0.285,-0.46,0.165,-0.53,-0.4,0.05%,-0.03%,0.04%,0.00%,-0.10%,0.04%,-0.06%,-0.02%,0.00%,0.06%,-0.10%,0.04%,-0.11%,-0.09%,478425.0,398063.0,513446.0,635037.0,484300.0,353529.0,503715.0,557011.0,1130116.0,680186.0,885716.0,1284140.0,1444747.0,4685945.0
2022-01-10,465.51,463.13,462.24,462.96,462.73,462.07,461.99,462.38,462.59,462.68,463.19,463.09,463.25,463.86,464.335,463.17,463.16,463.49,462.82,462.83,462.79,462.65,462.88,463.22,463.49,463.97,464.14,464.62,465.74,462.12,462.12,462.5599,461.58,461.915,461.64,462.04,462.43,462.23,462.78,462.765,463.12,463.64,464.285,462.24,462.96,462.7,462.05,461.97,462.38,462.6,462.69,463.185,463.08,463.255,463.83,464.335,465.51,-0.8824,0.72,-0.26,-0.65,-0.08,0.41,0.22,0.09,0.495,-0.105,0.175,0.575,0.505,1.175,-0.19%,0.16%,-0.06%,-0.14%,-0.02%,0.09%,0.05%,0.02%,0.11%,-0.02%,0.04%,0.12%,0.11%,0.25%,1005989.0,721566.0,759820.0,873170.0,817707.0,973787.0,717998.0,733102.0,736620.0,838807.0,1506980.0,2433483.0,2690241.0,6324320.0
2022-01-11,469.73,468.9,469.0,468.88,469.14,469.395,469.37,469.28,469.31,469.44,469.34,469.03,469.24,469.16,468.95,469.07,469.39,469.27,469.63,469.425,469.58,469.6,469.57,469.71,469.455,469.27,469.33,469.27,469.85,468.73,468.84,468.88,469.135,469.11,469.22,469.26,469.18,469.26,469.0,468.88,469.03,468.54,468.93,469.01,468.885,469.135,469.395,469.36,469.275,469.33,469.4464,469.33,469.02,469.24,469.15,468.945,469.73,0.119,-0.125,0.25,0.26,-0.035,-0.085,0.055,0.1164,-0.1164,-0.31,0.22,-0.09,-0.205,0.785,0.03%,-0.03%,0.05%,0.06%,-0.01%,-0.02%,0.01%,0.02%,-0.02%,-0.07%,0.05%,-0.02%,-0.04%,0.17%,731489.0,557309.0,633038.0,571935.0,429759.0,663281.0,678047.0,689782.0,987116.0,837994.0,933033.0,750401.0,1781707.0,5104557.0
2022-01-12,471.2,470.73,470.9,470.92,470.47,470.18,470.67,470.53,470.48,470.515,470.36,470.28,470.84,470.94,471.4,470.97,471.125,471.09,470.53,470.66,470.84,470.78,470.6,470.79,470.5786,470.905,471.34,471.67,471.58,470.685,470.85,470.13,470.13,470.17,470.49,470.43,470.14,470.29,470.14,470.2,470.73,470.91,470.63,470.91,470.9199,470.4609,470.185,470.66,470.53,470.49,470.54,470.3419,470.28,470.83,470.96,471.39,471.2,0.18,0.0099,-0.459,-0.2759,0.475,-0.13,-0.04,0.05,-0.1981,-0.0619,0.55,0.13,0.43,-0.19,0.04%,0.00%,-0.10%,-0.06%,0.10%,-0.03%,-0.01%,0.01%,-0.04%,-0.01%,0.12%,0.03%,0.09%,-0.04%,288375.0,371634.0,736784.0,691111.0,453224.0,466887.0,451865.0,398493.0,719084.0,639901.0,733059.0,1230650.0,1733290.0,4153696.0
2022-01-13,464.85,466.92,467.205,467.34,466.27,466.1,465.89,466.19,465.795,466.24,466.18,465.16,465.18,464.5,463.93,467.33,467.58,467.38,466.65,466.21,466.41,466.3099,466.26,466.55,466.235,465.53,465.25,464.57,464.85,466.78,467.1822,466.08,466.09,465.58,465.62,465.545,465.66,465.935,465.07,465.1,464.31,463.66,463.44,467.2099,467.34,466.28,466.11,465.882,466.18,465.7918,466.25,466.18,465.155,465.18,464.49,463.92,464.85,0.2999,0.1301,-1.06,-0.17,-0.228,0.298,-0.3882,0.4582,-0.07,-1.025,0.025,-0.69,-0.57,0.93,0.06%,0.03%,-0.23%,-0.04%,-0.05%,0.06%,-0.08%,0.10%,-0.02%,-0.22%,0.01%,-0.15%,-0.12%,0.20%,538380.0,541169.0,1192248.0,614784.0,953086.0,848074.0,787167.0,947197.0,1160480.0,1483321.0,1819353.0,1948578.0,3720255.0,8031429.0
2022-01-14,464.75,462.51,462.64,462.238,463.15,462.51,462.85,463.69,464.11,463.67,464.24,464.3,464.55,464.32,464.8,463.0101,462.85,463.35,463.305,463.07,463.89,464.25,464.1101,464.32,464.5486,464.61,464.86,465.09,464.99,462.49,462.22,462.238,462.42,462.41,462.61,463.62,463.6,463.67,464.03,464.05,463.87,464.26,464.24,462.63,462.24,463.13,462.51,462.86,463.67,464.12,463.68,464.22,464.31,464.5499,464.32,464.81,464.75,0.11,-0.39,0.89,-0.62,0.35,0.81,0.45,-0.44,0.54,0.09,0.2399,-0.2299,0.49,-0.06,0.02%,-0.08%,0.19%,-0.13%,0.08%,0.17%,0.10%,-0.09%,0.12%,0.02%,0.05%,-0.05%,0.11%,-0.01%,435143.0,423369.0,778232.0,816164.0,629462.0,1220217.0,729894.0,658465.0,864932.0,890566.0,1144532.0,2288244.0,2938759.0,6951833.0
2022-01-18,456.51,458.325,458.74,458.42,457.9,457.76,457.73,456.6678,457.12,457.04,456.74,456.59,455.69,456.46,455.475,458.9,458.87,458.65,458.1201,458.08,457.73,457.19,457.18,457.25,456.83,456.66,456.45,457.07,456.75,458.32,458.38,457.738,457.61,457.6,456.39,456.52,456.72,456.62,456.31,455.65,455.655,455.375,455.31,458.73,458.425,457.9,457.74,457.71,456.68,457.12,457.03,456.73,456.5948,455.68,456.45,455.48,456.51,0.3914,-0.305,-0.525,-0.16,-0.03,-1.03,0.44,-0.09,-0.3,-0.1352,-0.9148,0.77,-0.97,1.03,0.09%,-0.07%,-0.11%,-0.03%,-0.01%,-0.23%,0.10%,-0.02%,-0.07%,-0.03%,-0.20%,0.17%,-0.21%,0.23%,740610.0,801213.0,881916.0,694902.0,609251.0,1643210.0,778911.0,740543.0,1033011.0,1180569.0,1856288.0,2400897.0,2709350.0,8280450.0
2022-01-19,451.82,454.94,455.36,455.38,455.05,455.22,455.95,455.43,455.22,454.54,454.0,453.64,453.96,453.7,452.6,455.395,455.91,455.52,455.59,456.11,456.1,455.7,455.465,454.65,454.15,454.24,454.16,453.715,452.72,454.88,455.2,454.84,454.94,455.11,455.2,455.15,454.45,453.81,453.59,453.54,453.7,452.37,451.46,455.35,455.3699,455.05,455.22,455.96,455.46,455.23,454.55,454.0,453.635,453.96,453.73,452.6,451.82,0.4,0.0199,-0.3199,0.17,0.74,-0.5,-0.23,-0.68,-0.55,-0.365,0.325,-0.23,-1.13,-0.78,0.09%,0.00%,-0.07%,0.04%,0.16%,-0.11%,-0.05%,-0.15%,-0.12%,-0.08%,0.07%,-0.05%,-0.25%,-0.17%,492428.0,637048.0,554378.0,1056747.0,676517.0,696888.0,731347.0,798305.0,1430176.0,1494056.0,2227839.0,1743677.0,3792706.0,8231058.0
2022-01-20,446.78,453.59,453.6,453.26,452.83,451.96,451.625,452.075,451.03,450.7,450.27,449.48,449.03,448.01,446.91,453.93,453.869,453.875,452.995,452.425,452.225,452.1,451.23,450.83,450.29,449.86,449.24,448.68,447.32,453.34,453.2,452.62,451.78,451.5306,451.425,450.96,450.26,450.04,448.84,448.91,447.975,446.82,444.5,453.59,453.275,452.83,451.96,451.6219,452.0701,451.03,450.7079,450.3,449.48,449.03,447.9901,446.9016,446.78,-0.0199,-0.315,-0.445,-0.87,-0.3381,0.4482,-1.0401,-0.3221,-0.4079,-0.82,-0.45,-1.0399,-1.0885,-0.1216,0.00%,-0.07%,-0.10%,-0.19%,-0.07%,0.10%,-0.23%,-0.07%,-0.09%,-0.18%,-0.10%,-0.23%,-0.24%,-0.03%,1032886.0,841346.0,1195837.0,1672794.0,1322267.0,1479706.0,1763466.0,2177633.0,2135328.0,4973479.0,2974923.0,3383821.0,5366849.0,12237105.0
2022-01-21,438.29,441.8,441.03,439.96,439.69,439.0301,439.08,439.74,439.14,438.505,439.05,439.82,440.04,440.23,438.49,441.82,441.16,440.43,439.73,439.27,440.41,439.74,439.3,439.71,439.9,441.26,440.57,440.24,439.785,440.83,439.85,439.6,438.74,438.45,438.57,438.68,438.01,438.4,438.93,439.78,439.43,438.33,437.95,441.015,439.95,439.68,439.07,439.075,439.75,439.1599,438.5,439.0623,439.83,440.05,440.23,438.48,438.29,-0.785,-1.065,-0.27,-0.61,0.005,0.675,-0.5901,-0.6599,0.5623,0.7677,0.22,0.18,-1.75,-0.19,-0.18%,-0.24%,-0.06%,-0.14%,0.00%,0.15%,-0.13%,-0.15%,0.13%,0.17%,0.05%,0.04%,-0.40%,-0.04%,1229461.0,2227136.0,1575055.0,1880227.0,1914915.0,1973809.0,2175634.0,2111485.0,2100427.0,1753632.0,2542364.0,3010866.0,5521382.0,11619146.0
2022-01-24,439.72,428.3,429.06,430.31,430.79,430.91,432.38,431.47,432.91,433.06,436.2,436.73,435.28,437.84,439.12,429.18,430.62,431.73,431.05,432.49,433.63,433.48,434.04,436.33,436.86,436.99,437.9,440.11,440.38,427.51,428.38,430.21,429.91,430.84,431.17,431.47,432.0,432.15,435.26,434.59,435.17,437.78,438.08,429.07,430.32,430.79,430.91,432.37,431.49,432.89,433.05,436.17,436.71,435.305,437.81,439.11,439.72,0.8,1.25,0.47,0.12,1.46,-0.88,1.4,0.16,3.12,0.54,-1.405,2.505,1.3,0.61,0.19%,0.29%,0.11%,0.03%,0.34%,-0.20%,0.32%,0.04%,0.72%,0.12%,-0.32%,0.58%,0.30%,0.14%,1600611.0,1478318.0,1649808.0,1125623.0,1502800.0,2366049.0,1636543.0,2329541.0,2929763.0,2390397.0,3223954.0,4495524.0,6826818.0,10344242.0
2022-01-25,434.59,438.34,438.95,439.49,438.49,437.42,437.11,438.3,436.7,435.47,435.0,435.93,435.76,435.39,433.79,439.12,439.72,439.62,438.61,437.55,438.43,438.37,436.97,435.73,436.17,436.92,436.6,435.4,434.8,438.08,438.68,438.21,437.17,436.85,437.1,436.61,435.11,434.6301,434.27,435.52,435.02,433.44,433.53,438.95,439.5,438.49,437.43,437.12,438.3,436.73,435.47,435.03,435.95,435.76,435.41,433.79,434.59,0.62,0.55,-1.01,-1.06,-0.31,1.18,-1.57,-1.26,-0.44,0.92,-0.19,-0.35,-1.62,0.8,0.14%,0.13%,-0.23%,-0.24%,-0.07%,0.27%,-0.36%,-0.29%,-0.10%,0.21%,-0.04%,-0.08%,-0.37%,0.18%,1066613.0,987323.0,1284575.0,1499003.0,1209590.0,1142781.0,1061076.0,2097559.0,1879080.0,1727699.0,1473128.0,2032340.0,5862233.0,8490242.0
2022-01-26,433.03,434.75,436.26,436.32,432.7,430.2,431.44,430.49,430.1,432.94,431.77,432.08,432.73,432.37,433.86,437.14,436.49,436.3499,432.98,432.76,432.27,430.89,433.0,433.5,432.76,433.84,433.97,434.23,434.55,434.69,435.21,431.95,430.19,430.18,430.16,428.86,429.51,431.56,430.6,431.25,431.48,431.54,432.34,436.27,436.34,432.71,430.195,431.42,430.48,430.1,432.96,431.76,432.09,432.68,432.35,433.86,433.03,1.53,0.07,-3.63,-2.515,1.225,-0.94,-0.38,2.86,-1.2,0.33,0.59,-0.33,1.51,-0.83,0.35%,0.02%,-0.83%,-0.58%,0.28%,-0.22%,-0.09%,0.66%,-0.28%,0.08%,0.14%,-0.08%,0.35%,-0.19%,3600266.0,2976954.0,4767823.0,3755286.0,3223003.0,3397101.0,4092724.0,3452966.0,3581668.0,2752531.0,2919066.0,4284679.0,4238956.0,9290210.0
2022-01-27,431.38,432.16,430.72,431.16,431.89,431.43,430.27,430.9,430.7,431.58,431.5,431.14,432.9,432.25,431.8,432.17,431.54,432.6,432.75,431.67,430.92,431.35,431.96,432.5,431.95,433.27,433.98,432.64,432.23,430.6,430.19,431.04,431.26,430.06,429.45,429.83,430.57,431.3,430.76,430.9,431.8,431.63,431.02,430.705,431.11,431.88,431.39,430.28,430.91,430.69,431.59,431.49,431.16,432.88,432.25,431.8,431.38,-1.465,0.405,0.77,-0.49,-1.11,0.63,-0.22,0.9,-0.1,-0.33,1.72,-0.63,-0.45,-0.42,-0.34%,0.09%,0.18%,-0.11%,-0.26%,0.15%,-0.05%,0.21%,-0.02%,-0.08%,0.40%,-0.15%,-0.10%,-0.10%,1022432.0,1118254.0,1155217.0,1218484.0,1544909.0,1573592.0,1111986.0,1437103.0,1578479.0,953804.0,1671097.0,2329491.0,2404906.0,6441287.0
2022-01-28,441.88,435.23,435.1,436.08,436.32,436.65,436.08,436.53,437.63,437.24,438.04,438.24,438.97,439.9,440.75,435.57,436.31,436.63,436.77,436.65,436.93,437.709,437.83,438.35,438.41,439.1,439.96,440.94,442.0,434.58,434.96,435.73,436.13,435.59,435.89,436.23,436.835,436.0,437.73,438.15,438.5,439.9,440.47,435.115,436.06,436.29,436.64,436.085,436.56,437.61,437.2368,438.035,438.25,438.95,439.89,440.74,441.88,-0.105,0.945,0.23,0.35,-0.555,0.475,1.05,-0.3732,0.7982,0.215,0.7,0.94,0.85,1.14,-0.02%,0.22%,0.05%,0.08%,-0.13%,0.11%,0.24%,-0.09%,0.18%,0.05%,0.16%,0.21%,0.19%,0.26%,1140714.0,1159447.0,1329779.0,1085721.0,1225199.0,1116243.0,1702520.0,1331616.0,1981248.0,1883538.0,2190826.0,3611425.0,6339064.0,10972360.0
2022-01-31,449.79,448.04,447.89,448.08,448.14,447.25,446.18,445.97,447.22,447.21,448.42,448.04,448.15,448.98,450.04,448.19,448.28,448.28,448.21,447.42,446.63,447.41,447.6,448.47,448.51,448.42,449.02,450.19,450.28,447.79,447.89,447.92,447.18,445.97,445.69,445.905,446.9,446.72,447.69,447.74,447.99,448.9,449.53,447.9099,448.08,448.15,447.2309,446.16,445.975,447.225,447.22,448.42,448.04,448.12,448.98,450.04,449.79,-0.1001,0.1701,0.07,-0.9191,-1.0709,-0.185,1.25,-0.005,1.2,-0.38,0.08,0.86,1.06,-0.25,-0.02%,0.04%,0.02%,-0.21%,-0.24%,-0.04%,0.28%,0.00%,0.27%,-0.08%,0.02%,0.19%,0.24%,-0.06%,642162.0,670879.0,1189927.0,1150948.0,1563953.0,1389432.0,2125662.0,1005629.0,1490253.0,1385147.0,1863830.0,3503226.0,5257610.0,11329473.0
2022-02-01,452.95,450.29,450.26,450.43,451.52,451.83,451.64,451.71,452.135,452.32,452.64,451.93,452.66,453.24,453.44,450.38,450.54,451.62,451.888,451.85,451.74,452.14,452.475,452.88,452.83,452.78,453.29,453.63,453.6,449.89,450.04,450.26,451.2,451.44,451.34,451.67,451.765,452.32,451.84,451.87,452.54,453.07,452.84,450.2401,450.44,451.52,451.8398,451.63,451.7,452.135,452.32,452.635,451.92,452.66,453.23,453.44,452.95,-0.0899,0.1999,1.08,0.3198,-0.2098,0.07,0.435,0.185,0.315,-0.715,0.74,0.57,0.21,-0.49,-0.02%,0.04%,0.24%,0.07%,-0.05%,0.02%,0.10%,0.04%,0.07%,-0.16%,0.16%,0.13%,0.05%,-0.11%,418109.0,448694.0,1303163.0,1305173.0,630554.0,581129.0,897254.0,1071533.0,1625102.0,1258091.0,1131135.0,2039070.0,3034560.0,7152737.0
2022-02-02,457.26,457.5,457.55,456.99,457.41,457.06,457.07,457.89,457.66,457.4,457.695,457.39,457.66,457.85,457.6,457.7181,457.565,457.63,457.45,457.28,457.99,458.01,457.98,457.71,457.81,457.71,458.02,457.88,458.12,457.26,456.96,456.59,456.95,456.82,456.94,457.49,456.98,457.08,457.15,457.26,457.51,456.87,457.14,457.54,457.0,457.41,457.06,457.06,457.9,457.66,457.38,457.7,457.38,457.66,457.85,457.6,457.26,0.04,-0.54,0.41,-0.35,0.0,0.84,-0.24,-0.28,0.32,-0.32,0.28,0.19,-0.25,-0.34,0.01%,-0.12%,0.09%,-0.08%,0.00%,0.18%,-0.05%,-0.06%,0.07%,-0.07%,0.06%,0.04%,-0.05%,-0.07%,949087.0,817303.0,903090.0,812191.0,842697.0,958267.0,1146258.0,1138026.0,1061357.0,1143411.0,1288675.0,1889923.0,2685513.0,7053185.0
2022-02-03,446.72,447.94,448.05,448.265,447.77,447.765,448.34,448.84,448.8,448.62,447.391,447.36,447.47,446.8,446.05,448.14,448.49,448.58,448.205,448.44,448.91,449.37,448.83,448.64,447.73,447.89,447.47,446.81,447.39,447.79,447.98,447.56,447.67,447.69,448.31,448.78,448.31,447.39,447.07,447.175,446.6283,445.71,445.98,448.06,448.27,447.76,447.765,448.34,448.85,448.79,448.61,447.39,447.36,447.475,446.82,446.06,446.72,0.13,0.21,-0.51,0.005,0.575,0.51,-0.06,-0.18,-1.22,-0.03,0.115,-0.655,-0.76,0.66,0.03%,0.05%,-0.11%,0.00%,0.13%,0.11%,-0.01%,-0.04%,-0.27%,-0.01%,0.03%,-0.15%,-0.17%,0.15%,771226.0,955329.0,1165831.0,946811.0,1062091.0,1362977.0,1277057.0,929063.0,1365060.0,1341124.0,1786813.0,2450135.0,3443416.0,9952521.0
2022-02-04,448.57,450.38,450.81,451.06,451.72,451.94,452.53,451.74,452.17,451.88,452.4,451.765,450.84,450.31,450.01,450.855,451.0801,451.7399,452.06,452.78,452.63,452.1996,452.41,452.56,452.41,451.805,451.04,450.8,450.03,450.25,450.72,451.03,451.47,451.83,451.69,451.71,451.65,451.76,451.73,450.72,449.82,449.56,448.57,450.81,451.0599,451.72,451.93,452.5278,451.745,452.17,451.875,452.39,451.77,450.85,450.28,450.03,448.57,0.43,0.2499,0.6601,0.21,0.5978,-0.7828,0.425,-0.295,0.515,-0.62,-0.92,-0.57,-0.25,-1.46,0.10%,0.06%,0.15%,0.05%,0.13%,-0.17%,0.09%,-0.07%,0.11%,-0.14%,-0.20%,-0.13%,-0.06%,-0.32%,758269.0,727364.0,953999.0,1225751.0,1642417.0,1197489.0,860663.0,884490.0,1188323.0,1099664.0,1617176.0,2157120.0,2380164.0,6870933.0
2022-02-07,447.24,450.0,450.03,449.9,450.28,450.2,450.965,450.445,449.93,449.1,449.07,447.94,447.62,447.1,446.15,450.09,450.21,450.305,450.4,450.979,450.99,450.505,450.13,449.4998,449.27,448.09,447.62,447.985,447.28,449.72,449.82,449.5,449.76,450.03,450.435,449.755,448.93,448.81,447.87,447.56,446.93,446.0,445.85,450.0205,449.93,450.29,450.2,450.96,450.45,449.91,449.0846,449.07,447.95,447.62,447.09,446.14,447.24,0.0105,-0.0905,0.36,-0.09,0.76,-0.51,-0.54,-0.8254,-0.0146,-1.12,-0.33,-0.53,-0.95,1.1,0.00%,-0.02%,0.08%,-0.02%,0.17%,-0.11%,-0.12%,-0.18%,0.00%,-0.25%,-0.07%,-0.12%,-0.21%,0.25%,372016.0,442548.0,639675.0,689793.0,910833.0,530122.0,758956.0,1057625.0,1114452.0,1194563.0,1540740.0,2129053.0,3100496.0,7659747.0
2022-02-08,450.82,448.6,449.02,448.71,448.825,449.08,450.42,450.52,450.31,450.18,450.7968,450.56,450.53,450.69,451.47,449.04,449.07,448.96,449.19,450.52,450.8,450.6676,450.4,451.03,450.81,451.12,451.0,451.61,451.92,448.48,448.47,448.09,448.4767,449.02,450.2538,450.1,449.81,450.01,450.21,450.49,450.15,450.26,450.68,449.028,448.71,448.82,449.05,450.41,450.51,450.3199,450.17,450.79,450.55,450.55,450.67,451.4898,450.82,0.438,-0.318,0.11,0.23,1.36,0.1,-0.1901,-0.1499,0.62,-0.24,0.0,0.12,0.8198,-0.6698,0.10%,-0.07%,0.02%,0.05%,0.30%,0.02%,-0.04%,-0.03%,0.14%,-0.05%,0.00%,0.03%,0.18%,-0.15%,725044.0,616061.0,877298.0,591871.0,1359185.0,931088.0,639526.0,591700.0,982771.0,740409.0,1532193.0,1182685.0,2432706.0,6252579.0
2022-02-09,457.33,457.15,457.09,456.66,456.62,456.08,456.068,456.34,456.505,457.018,457.44,457.375,456.87,457.3,457.24,457.31,457.14,456.72,456.62,456.46,456.335,456.5615,457.03,457.46,457.75,457.41,457.36,457.88,457.56,456.91,456.6026,456.18,455.92,456.065,455.76,456.19,456.16,456.91,457.3,456.43,456.63,456.94,456.83,457.095,456.66,456.61,456.07,456.065,456.33,456.51,457.0101,457.43,457.38,456.88,457.29,457.25,457.33,-0.055,-0.435,-0.05,-0.54,-0.005,0.265,0.18,0.5001,0.4199,-0.05,-0.5,0.41,-0.04,0.08,-0.01%,-0.10%,-0.01%,-0.12%,0.00%,0.06%,0.04%,0.11%,0.09%,-0.01%,-0.11%,0.09%,-0.01%,0.02%,732554.0,689852.0,1244791.0,883807.0,681868.0,1000199.0,848168.0,808476.0,1277736.0,1515499.0,1676266.0,1568065.0,3351774.0,6371660.0
2022-02-10,449.36,450.42,449.74,449.86,449.96,450.56,450.61,450.11,450.22,449.81,448.63,449.0,448.33,447.8,448.39,450.7,450.155,450.18,450.63,451.01,451.15,450.47,450.53,449.81,449.33,449.26,448.45,448.92,449.97,449.58,449.46,449.12,449.79,450.31,449.9101,449.55,449.74,448.51,448.41,448.12,447.3,447.2,448.39,449.735,449.87,449.9479,450.53,450.6,450.11,450.1817,449.805,448.63,449.0,448.34,447.79,448.39,449.36,-0.685,0.135,0.0779,0.5821,0.07,-0.49,0.0717,-0.3767,-1.175,0.37,-0.66,-0.55,0.6,0.97,-0.15%,0.03%,0.02%,0.13%,0.02%,-0.11%,0.02%,-0.08%,-0.26%,0.08%,-0.15%,-0.12%,0.13%,0.22%,718286.0,732808.0,1031519.0,1092381.0,862683.0,1004803.0,1062956.0,1273021.0,1813652.0,1582902.0,1625206.0,2384208.0,3490418.0,8233745.0
2022-02-11,440.38,440.6,440.0,440.95,442.4,441.18,440.98,440.41,440.37,441.08,441.03,440.185,440.02,441.89,441.13,440.6,441.1,442.79,442.61,441.58,442.134,440.99,441.33,441.35,441.18,440.4,441.9,442.21,442.52,439.43,439.99,440.78,441.03,440.6,440.27,440.01,440.23,439.89,440.03,438.94,439.88,440.82,440.38,440.01,440.94,442.42,441.19,441.01,440.41,440.4,441.08,441.03,440.18,440.017,441.88,441.12,440.38,-0.58,0.93,1.48,-1.23,-0.18,-0.6,-0.01,0.68,-0.05,-0.85,-0.163,1.863,-0.76,-0.74,-0.13%,0.21%,0.34%,-0.28%,-0.04%,-0.14%,0.00%,0.15%,-0.01%,-0.19%,-0.04%,0.42%,-0.17%,-0.17%,2117123.0,1711867.0,2529995.0,1766458.0,1321217.0,1444329.0,1212194.0,1660347.0,2089070.0,1302731.0,2674212.0,2722732.0,3589626.0,10088990.0
2022-02-14,438.9,437.26,437.97,438.1,437.91,438.0,438.62,437.82,438.91,438.52,439.75,439.3,439.61,439.81,439.2,438.88,438.4,438.43,438.35,438.8,438.705,439.47,439.1,439.87,439.82,439.68,440.2,439.81,439.82,437.18,437.53,437.67,436.83,437.38,437.62,437.29,438.25,438.28,439.1,438.8,438.39,438.48,438.72,437.97,438.08,437.91,438.05,438.6,437.82,438.9,438.505,439.7597,439.3,439.62,439.81,439.2,438.9,0.71,0.11,-0.17,0.14,0.55,-0.78,1.08,-0.395,1.2547,-0.4597,0.32,0.19,-0.61,-0.3,0.16%,0.03%,-0.04%,0.03%,0.13%,-0.18%,0.25%,-0.09%,0.29%,-0.10%,0.07%,0.04%,-0.14%,-0.07%,1510122.0,867647.0,688332.0,1188884.0,906672.0,923425.0,1223155.0,929741.0,1198470.0,1130292.0,989590.0,2241819.0,3643123.0,7667736.0
2022-02-15,445.95,445.16,445.15,445.35,445.775,445.76,445.7,445.775,445.495,445.6,444.63,444.265,444.9,444.87,445.61,445.315,445.44,445.79,445.97,445.85,445.81,445.89,445.61,445.61,445.04,444.99,445.19,446.28,446.26,444.86,445.05,445.24,445.675,445.58,445.395,445.27,445.32,444.47,444.04,443.86,444.2586,444.86,445.23,445.15,445.35,445.76,445.7418,445.705,445.77,445.49,445.59,444.6302,444.27,444.9,444.87,445.605,445.95,-0.01,0.2,0.41,-0.0182,-0.0368,0.065,-0.28,0.1,-0.9598,-0.3602,0.63,-0.03,0.735,0.345,0.00%,0.04%,0.09%,0.00%,-0.01%,0.01%,-0.06%,0.02%,-0.22%,-0.08%,0.14%,-0.01%,0.17%,0.08%,557313.0,457664.0,478479.0,506325.0,360354.0,497082.0,544778.0,586061.0,1801206.0,1899740.0,2089733.0,1952920.0,3794862.0,7248089.0
2022-02-16,446.6,445.45,445.84,446.6,447.6,447.31,446.93,447.2,446.91,447.415,446.8,447.4,447.22,447.57,446.92,446.05,446.59,447.68,447.61,447.34,447.25,447.29,447.46,447.49,447.4347,447.48,447.61,448.055,447.0,445.37,445.8,446.33,447.12,446.7,446.7,446.6099,446.91,446.47,446.66,447.13,446.85,446.801,446.26,445.834,446.58,447.59,447.32,446.94,447.2099,446.92,447.41,446.795,447.42,447.22,447.5687,446.93,446.6,0.384,0.746,1.01,-0.27,-0.38,0.2699,-0.2899,0.49,-0.615,0.625,-0.2,0.3487,-0.6387,-0.33,0.09%,0.17%,0.23%,-0.06%,-0.08%,0.06%,-0.06%,0.11%,-0.14%,0.14%,-0.04%,0.08%,-0.14%,-0.07%,529817.0,812927.0,1688443.0,863468.0,942307.0,700882.0,888379.0,753096.0,913296.0,932278.0,1101762.0,1423451.0,1920421.0,5157649.0
