Open,High,Low,Close,Volume ,Moving Average 50,NextHigherorLower,Open1Prev,High1Prev,Low1Prev,Close1Prev,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12
413.31,414.9513,413.1,414.46,2775600,1881994,1,412.1899,413.57,411.42,413.2701,410.98,412.47,410.35,412.1899,410.87,411.612,410.38,410.98,413,413.0533,410.54,410.87
414.44,415.92,414.42,415.15,1961100,1893384,0,413.31,414.9513,413.1,414.46,412.1899,413.57,411.42,413.2701,410.98,412.47,410.35,412.1899,410.87,411.612,410.38,410.98
415.15,415.34,414.0601,414.71,1674500,1901368,0,414.44,415.92,414.42,415.15,413.31,414.9513,413.1,414.46,412.1899,413.57,411.42,413.2701,410.98,412.47,410.35,412.1899
414.71,415.51,413.86,414.07,1503500,1910414,0,415.15,415.34,414.0601,414.71,414.44,415.92,414.42,415.15,413.31,414.9513,413.1,414.46,412.1899,413.57,411.42,413.2701
414.07,414.38,413.54,413.86,1303900,1921342,0,414.71,415.51,413.86,414.07,415.15,415.34,414.0601,414.71,414.44,415.92,414.42,415.15,413.31,414.9513,413.1,414.46
413.88,413.98,413.07,413.23,1387300,1936140,0,414.07,414.38,413.54,413.86,414.71,415.51,413.86,414.07,415.15,415.34,414.0601,414.71,414.44,415.92,414.42,415.15
413.23,413.93,412.28,412.41,1493100,1950636,0,413.88,413.98,413.07,413.23,414.07,414.38,413.54,413.86,414.71,415.51,413.86,414.07,415.15,415.34,414.0601,414.71
412.41,412.62,410.87,410.89,1536800,1965376,1,413.23,413.93,412.28,412.41,413.88,413.98,413.07,413.23,414.07,414.38,413.54,413.86,414.71,415.51,413.86,414.07
410.91,412.05,410.81,411.74,1498100,1979624,1,412.41,412.62,410.87,410.89,413.23,413.93,412.28,412.41,413.88,413.98,413.07,413.23,414.07,414.38,413.54,413.86
411.74,412.32,411.12,412.295,1227600,1988526,0,410.91,412.05,410.81,411.74,412.41,412.62,410.87,410.89,413.23,413.93,412.28,412.41,413.88,413.98,413.07,413.23
412.28,412.32,410.13,410.52,1506500,2000528,1,411.74,412.32,411.12,412.295,410.91,412.05,410.81,411.74,412.41,412.62,410.87,410.89,413.23,413.93,412.28,412.41
410.52,411.07,410.15,410.86,1077300,2006392,0,412.28,412.32,410.13,410.52,411.74,412.32,411.12,412.295,410.91,412.05,410.81,411.74,412.41,412.62,410.87,410.89
410.88,411.43,410,410.58,1246000,2018788,1,410.52,411.07,410.15,410.86,412.28,412.32,410.13,410.52,411.74,412.32,411.12,412.295,410.91,412.05,410.81,411.74
410.58,411.4,409.88,410.95,1720700,2037898,0,410.88,411.43,410,410.58,410.52,411.07,410.15,410.86,412.28,412.32,410.13,410.52,411.74,412.32,411.12,412.295
410.95,411.8,410.15,410.28,1270500,2049252,1,410.58,411.4,409.88,410.95,410.88,411.43,410,410.58,410.52,411.07,410.15,410.86,412.28,412.32,410.13,410.52
410.26,411.23,409.8,410.56,1354400,2057170,0,410.95,411.8,410.15,410.28,410.58,411.4,409.88,410.95,410.88,411.43,410,410.58,410.52,411.07,410.15,410.86
410.56,411.31,410.26,410.56,846900,2048446,1,410.26,411.23,409.8,410.56,410.95,411.8,410.15,410.28,410.58,411.4,409.88,410.95,410.88,411.43,410,410.58
410.56,411.29,410.36,411.05,792900,2048730,1,410.56,411.31,410.26,410.56,410.26,411.23,409.8,410.56,410.95,411.8,410.15,410.28,410.58,411.4,409.88,410.95
411.05,411.86,410.69,411.76,1239200,2054136,0,410.56,411.29,410.36,411.05,410.56,411.31,410.26,410.56,410.26,411.23,409.8,410.56,410.95,411.8,410.15,410.28
411.76,412.22,409.77,410.23,1345600,2064682,1,411.05,411.86,410.69,411.76,410.56,411.29,410.36,411.05,410.56,411.31,410.26,410.56,410.26,411.23,409.8,410.56
410.23,410.58,409.81,410.46,835500,2064658,1,411.76,412.22,409.77,410.23,411.05,411.86,410.69,411.76,410.56,411.29,410.36,411.05,410.56,411.31,410.26,410.56
410.46,410.76,410.13,410.63,627900,2060320,1,410.23,410.58,409.81,410.46,411.76,412.22,409.77,410.23,411.05,411.86,410.69,411.76,410.56,411.29,410.36,411.05
410.63,411.87,410.31,411.825,1014600,2059012,0,410.46,410.76,410.13,410.63,410.23,410.58,409.81,410.46,411.76,412.22,409.77,410.23,411.05,411.86,410.69,411.76
411.825,412.56,411.54,411.6576,1115500,2063746,0,410.63,411.87,410.31,411.825,410.46,410.76,410.13,410.63,410.23,410.58,409.81,410.46,411.76,412.22,409.77,410.23
411.6526,411.81,410.88,411.51,671400,2052524,1,411.825,412.56,411.54,411.6576,410.63,411.87,410.31,411.825,410.46,410.76,410.13,410.63,410.23,410.58,409.81,410.46
411.51,411.96,411.11,411.89,739300,2041668,0,411.6526,411.81,410.88,411.51,411.825,412.56,411.54,411.6576,410.63,411.87,410.31,411.825,410.46,410.76,410.13,410.63
411.89,412.27,410.72,410.83,793700,2024548,0,411.51,411.96,411.11,411.89,411.6526,411.81,410.88,411.51,411.825,412.56,411.54,411.6576,410.63,411.87,410.31,411.825
410.83,411.25,410.37,410.51,655400,2010126,0,411.89,412.27,410.72,410.83,411.51,411.96,411.11,411.89,411.6526,411.81,410.88,411.51,411.825,412.56,411.54,411.6576
410.51,410.74,410.06,410.3101,745200,1995914,0,410.83,411.25,410.37,410.51,411.89,412.27,410.72,410.83,411.51,411.96,411.11,411.89,411.6526,411.81,410.88,411.51
410.3101,410.44,409.4,409.58,910200,1979142,0,410.51,410.74,410.06,410.3101,410.83,411.25,410.37,410.51,411.89,412.27,410.72,410.83,411.51,411.96,411.11,411.89
409.58,410.13,408.68,408.99,1432000,1968378,0,410.3101,410.44,409.4,409.58,410.51,410.74,410.06,410.3101,410.83,411.25,410.37,410.51,411.89,412.27,410.72,410.83
408.98,409.26,408.03,408.4035,1417000,1961216,1,409.58,410.13,408.68,408.99,410.3101,410.44,409.4,409.58,410.51,410.74,410.06,410.3101,410.83,411.25,410.37,410.51
408.4035,409.77,408.271,409.33,1375400,1954024,1,408.98,409.26,408.03,408.4035,409.58,410.13,408.68,408.99,410.3101,410.44,409.4,409.58,410.51,410.74,410.06,410.3101
409.31,410.08,409.13,409.7236,748100,1915086,0,408.4035,409.77,408.271,409.33,408.98,409.26,408.03,408.4035,409.58,410.13,408.68,408.99,410.3101,410.44,409.4,409.58
409.7236,409.79,409.013,409.28,654300,1872638,0,409.31,410.08,409.13,409.7236,408.4035,409.77,408.271,409.33,408.98,409.26,408.03,408.4035,409.58,410.13,408.68,408.99
409.28,409.36,408.6,408.69,640300,1828854,0,409.7236,409.79,409.013,409.28,409.31,410.08,409.13,409.7236,408.4035,409.77,408.271,409.33,408.98,409.26,408.03,408.4035
408.69,409.25,408.22,408.67,785600,1740390,0,409.28,409.36,408.6,408.69,409.7236,409.79,409.013,409.28,409.31,410.08,409.13,409.7236,408.4035,409.77,408.271,409.33
408.67,409.34,408.06,408.1671,1136000,1601706,0,408.69,409.25,408.22,408.67,409.28,409.36,408.6,408.69,409.7236,409.79,409.013,409.28,409.31,410.08,409.13,409.7236
408.15,408.53,407.85,408.08,1310600,1365210,0,408.67,409.34,408.06,408.1671,408.69,409.25,408.22,408.67,409.28,409.36,408.6,408.69,409.7236,409.79,409.013,409.28
408.08,408.55,407.61,407.61,855100,1322390,0,408.15,408.53,407.85,408.08,408.67,409.34,408.06,408.1671,408.69,409.25,408.22,408.67,409.28,409.36,408.6,408.69
407.61,407.87,407.01,407.08,1375000,1294664,0,408.08,408.55,407.61,407.61,408.15,408.53,407.85,408.08,408.67,409.34,408.06,408.1671,408.69,409.25,408.22,408.67
407.07,407.48,406.92,407.03,1215900,1262078,1,407.61,407.87,407.01,407.08,408.08,408.55,407.61,407.61,408.15,408.53,407.85,408.08,408.67,409.34,408.06,408.1671
407.03,407.72,407,407.65,1280100,1247314,1,407.07,407.48,406.92,407.03,407.61,407.87,407.01,407.08,408.08,408.55,407.61,407.61,408.15,408.53,407.85,408.08
407.65,408.4798,407.03,408.47,2025400,1250822,0,407.03,407.72,407,407.65,407.07,407.48,406.92,407.03,407.61,407.87,407.01,407.08,408.08,408.55,407.61,407.61
408.45,408.82,407.56,407.56,1223600,1240786,0,407.65,408.4798,407.03,408.47,407.03,407.72,407,407.65,407.07,407.48,406.92,407.03,407.61,407.87,407.01,407.08
407.56,407.6799,406.17,406.26,1149700,1227794,0,408.45,408.82,407.56,407.56,407.65,408.4798,407.03,408.47,407.03,407.72,407,407.65,407.07,407.48,406.92,407.03
406.26,406.35,405.8,405.91,1975800,1234966,1,407.56,407.6799,406.17,406.26,408.45,408.82,407.56,407.56,407.65,408.4798,407.03,408.47,407.03,407.72,407,407.65
405.9,406.71,405.75,406.43,1366700,1233170,0,406.26,406.35,405.8,405.91,407.56,407.6799,406.17,406.26,408.45,408.82,407.56,407.56,407.65,408.4798,407.03,408.47
406.43,406.64,406.02,406.285,1225100,1232848,1,405.9,406.71,405.75,406.43,406.26,406.35,405.8,405.91,407.56,407.6799,406.17,406.26,408.45,408.82,407.56,407.56
406.285,406.93,406.01,406.64,1853200,1238302,0,406.43,406.64,406.02,406.285,405.9,406.71,405.75,406.43,406.26,406.35,405.8,405.91,407.56,407.6799,406.17,406.26
406.65,406.79,406,406.34,1331000,1209410,0,406.285,406.93,406.01,406.64,406.43,406.64,406.02,406.285,405.9,406.71,405.75,406.43,406.26,406.35,405.8,405.91
406.34,406.59,405.02,405.5,1580300,1201794,1,406.65,406.79,406,406.34,406.285,406.93,406.01,406.64,406.43,406.64,406.02,406.285,405.9,406.71,405.75,406.43
405.5016,406.92,405.5016,406.71,1589600,1200096,1,406.34,406.59,405.02,405.5,406.65,406.79,406,406.34,406.285,406.93,406.01,406.64,406.43,406.64,406.02,406.285
406.7,407.72,406.02,407.1934,2122700,1212480,0,405.5016,406.92,405.5016,406.71,406.34,406.59,405.02,405.5,406.65,406.79,406,406.34,406.285,406.93,406.01,406.64
407.1934,407.43,406.02,406.46,1739900,1221200,1,406.7,407.72,406.02,407.1934,405.5016,406.92,405.5016,406.71,406.34,406.59,405.02,405.5,406.65,406.79,406,406.34
406.46,408,406.32,407.69,1638800,1226230,1,407.1934,407.43,406.02,406.46,406.7,407.72,406.02,407.1934,405.5016,406.92,405.5016,406.71,406.34,406.59,405.02,405.5
407.7,409.19,407.52,408.82,1980100,1235970,1,406.46,408,406.32,407.69,407.1934,407.43,406.02,406.46,406.7,407.72,406.02,407.1934,405.5016,406.92,405.5016,406.71
408.82,410.44,408.7801,410.38,2416700,1253568,1,407.7,409.19,407.52,408.82,406.46,408,406.32,407.69,407.1934,407.43,406.02,406.46,406.7,407.72,406.02,407.1934
410.39,410.83,409.76,410.5629,2353000,1270666,1,408.82,410.44,408.7801,410.38,407.7,409.19,407.52,408.82,406.46,408,406.32,407.69,407.1934,407.43,406.02,406.46
410.5629,412.21,410.5629,412.01,2259600,1291306,0,410.39,410.83,409.76,410.5629,408.82,410.44,408.7801,410.38,407.7,409.19,407.52,408.82,406.46,408,406.32,407.69
412.01,412.54,411.52,411.91,2416500,1309506,1,410.5629,412.21,410.5629,412.01,410.39,410.83,409.76,410.5629,408.82,410.44,408.7801,410.38,407.7,409.19,407.52,408.82
411.91,413.71,411.84,413.64,2874800,1345456,0,412.01,412.54,411.52,411.91,410.5629,412.21,410.5629,412.01,410.39,410.83,409.76,410.5629,408.82,410.44,408.7801,410.38
413.64,413.91,412.25,412.6,2776800,1376072,0,411.91,413.71,411.84,413.64,412.01,412.54,411.52,411.91,410.5629,412.21,410.5629,412.01,410.39,410.83,409.76,410.5629
412.6,413.53,411.71,411.75,2520500,1392068,1,413.64,413.91,412.25,412.6,411.91,413.71,411.84,413.64,412.01,412.54,411.52,411.91,410.5629,412.21,410.5629,412.01
411.75,413.64,411.55,413.56,2567700,1418012,1,412.6,413.53,411.71,411.75,413.64,413.91,412.25,412.6,411.91,413.71,411.84,413.64,412.01,412.54,411.52,411.91
413.56,414.41,413.12,414.19,6143600,1513796,1,411.75,413.64,411.55,413.56,412.6,413.53,411.71,411.75,413.64,413.91,412.25,412.6,411.91,413.71,411.84,413.64
414.19,414.66,413.684,414.5,5747700,1611812,1,413.56,414.41,413.12,414.19,411.75,413.64,411.55,413.56,412.6,413.53,411.71,411.75,413.64,413.91,412.25,412.6
414.91,415.7117,413.93,415.36,2880900,1653572,0,414.19,414.66,413.684,414.5,413.56,414.41,413.12,414.19,411.75,413.64,411.55,413.56,412.6,413.53,411.71,411.75
415.36,415.4,413.78,413.98,2186000,1672508,1,414.91,415.7117,413.93,415.36,414.19,414.66,413.684,414.5,413.56,414.41,413.12,414.19,411.75,413.64,411.55,413.56
413.99,415.36,413.9001,414.42,1682700,1679250,0,415.36,415.4,413.78,413.98,414.91,415.7117,413.93,415.36,414.19,414.66,413.684,414.5,413.56,414.41,413.12,414.19
414.4,414.52,413.36,414.02,1689500,1696330,1,413.99,415.36,413.9001,414.42,415.36,415.4,413.78,413.98,414.91,415.7117,413.93,415.36,414.19,414.66,413.684,414.5
414.02,415.08,413.71,414.8101,2012500,1724022,1,414.4,414.52,413.36,414.02,413.99,415.36,413.9001,414.42,415.36,415.4,413.78,413.98,414.91,415.7117,413.93,415.36
414.8101,415.55,414.27,415.42,1803100,1739792,1,414.02,415.08,413.71,414.8101,414.4,414.52,413.36,414.02,413.99,415.36,413.9001,414.42,415.36,415.4,413.78,413.98
415.42,416.27,415.42,415.982,1840300,1754288,0,414.8101,415.55,414.27,415.42,414.02,415.08,413.71,414.8101,414.4,414.52,413.36,414.02,413.99,415.36,413.9001,414.42
415.982,416.235,414.08,414.3311,1727000,1775400,1,415.42,416.27,415.42,415.982,414.8101,415.55,414.27,415.42,414.02,415.08,413.71,414.8101,414.4,414.52,413.36,414.02
414.32,415.32,413.78,415.07,1618700,1792988,0,415.982,416.235,414.08,414.3311,415.42,416.27,415.42,415.982,414.8101,415.55,414.27,415.42,414.02,415.08,413.71,414.8101
415.07,415.17,414.065,415.06,1298800,1803090,0,414.32,415.32,413.78,415.07,415.982,416.235,414.08,414.3311,415.42,416.27,415.42,415.982,414.8101,415.55,414.27,415.42
415.06,415.46,414.3,414.87,1098300,1811948,1,415.07,415.17,414.065,415.06,414.32,415.32,413.78,415.07,415.982,416.235,414.08,414.3311,415.42,416.27,415.42,415.982
414.87,416.04,414.62,415.72,1493700,1826918,1,415.06,415.46,414.3,414.87,415.07,415.17,414.065,415.06,414.32,415.32,413.78,415.07,415.982,416.235,414.08,414.3311
415.72,416.7,415.18,416.39,1766100,1844036,0,414.87,416.04,414.62,415.72,415.06,415.46,414.3,414.87,415.07,415.17,414.065,415.06,414.32,415.32,413.78,415.07
416.39,416.55,415.37,415.43,1127000,1837936,0,415.72,416.7,415.18,416.39,414.87,416.04,414.62,415.72,415.06,415.46,414.3,414.87,415.07,415.17,414.065,415.06
415.44,415.55,414.48,414.5,927200,1828140,0,416.39,416.55,415.37,415.43,415.72,416.7,415.18,416.39,414.87,416.04,414.62,415.72,415.06,415.46,414.3,414.87
414.5,414.69,413.9,414.3099,1133400,1823300,1,415.44,415.55,414.48,414.5,416.39,416.55,415.37,415.43,415.72,416.7,415.18,416.39,414.87,416.04,414.62,415.72
414.3,415.26,414.05,414.839,1098500,1830308,1,414.5,414.69,413.9,414.3099,415.44,415.55,414.48,414.5,416.39,416.55,415.37,415.43,415.72,416.7,415.18,416.39
414.83,415.6266,414.8,415.25,960000,1836422,1,414.3,415.26,414.05,414.839,414.5,414.69,413.9,414.3099,415.44,415.55,414.48,414.5,416.39,416.55,415.37,415.43
415.25,416.41,414.72,416.39,966200,1842940,1,414.83,415.6266,414.8,415.25,414.3,415.26,414.05,414.839,414.5,414.69,413.9,414.3099,415.44,415.55,414.48,414.5
416.41,417.83,416.23,417.6,1750100,1862230,1,415.25,416.41,414.72,416.39,414.83,415.6266,414.8,415.25,414.3,415.26,414.05,414.839,414.5,414.69,413.9,414.3099
417.6,417.72,416.82,417.68,1113900,1861788,0,416.41,417.83,416.23,417.6,415.25,416.41,414.72,416.39,414.83,415.6266,414.8,415.25,414.3,415.26,414.05,414.839
417.68,418.09,416.88,417.6,1056900,1856714,1,417.6,417.72,416.82,417.68,416.41,417.83,416.23,417.6,415.25,416.41,414.72,416.39,414.83,415.6266,414.8,415.25
417.61,418.48,417.59,418.375,850900,1856630,0,417.68,418.09,416.88,417.6,417.6,417.72,416.82,417.68,416.41,417.83,416.23,417.6,415.25,416.41,414.72,416.39
418.38,418.56,417.74,417.95,842800,1845986,1,417.61,418.48,417.59,418.375,417.68,418.09,416.88,417.6,417.6,417.72,416.82,417.68,416.41,417.83,416.23,417.6
417.96,418.93,417.96,418.67,945600,1840580,0,418.38,418.56,417.74,417.95,417.61,418.48,417.59,418.375,417.68,418.09,416.88,417.6,417.6,417.72,416.82,417.68
418.67,418.74,417.51,417.63,794800,1830874,1,417.96,418.93,417.96,418.67,418.38,418.56,417.74,417.95,417.61,418.48,417.59,418.375,417.68,418.09,416.88,417.6
417.63,418.4,417.63,417.765,805400,1806474,0,418.67,418.74,417.51,417.63,417.96,418.93,417.96,418.67,418.38,418.56,417.74,417.95,417.61,418.48,417.59,418.375
417.765,417.89,417.26,417.6899,522800,1792458,0,417.63,418.4,417.63,417.765,418.67,418.74,417.51,417.63,417.96,418.93,417.96,418.67,418.38,418.56,417.74,417.95
417.7,417.94,417.3,417.635,570500,1780874,1,417.765,417.89,417.26,417.6899,417.63,418.4,417.63,417.765,418.67,418.74,417.51,417.63,417.96,418.93,417.96,418.67
417.635,417.99,417.41,417.9,694600,1755250,1,417.7,417.94,417.3,417.635,417.765,417.89,417.26,417.6899,417.63,418.4,417.63,417.765,418.67,418.74,417.51,417.63
417.89,418.76,417.65,418.37,1032200,1748560,0,417.635,417.99,417.41,417.9,417.7,417.94,417.3,417.635,417.765,417.89,417.26,417.6899,417.63,418.4,417.63,417.765
418.37,418.38,415.9525,416.3,1488100,1753820,1,417.89,418.76,417.65,418.37,417.635,417.99,417.41,417.9,417.7,417.94,417.3,417.635,417.765,417.89,417.26,417.6899
416.3,416.93,416.0501,416.84,946100,1735678,1,418.37,418.38,415.9525,416.3,417.89,418.76,417.65,418.37,417.635,417.99,417.41,417.9,417.7,417.94,417.3,417.635
416.84,416.97,416.32,416.87,773300,1724524,1,416.3,416.93,416.0501,416.84,418.37,418.38,415.9525,416.3,417.89,418.76,417.65,418.37,417.635,417.99,417.41,417.9
416.87,417.45,416.84,417.27,738700,1707692,0,416.84,416.97,416.32,416.87,416.3,416.93,416.0501,416.84,418.37,418.38,415.9525,416.3,417.89,418.76,417.65,418.37
417.27,417.685,416.59,416.65,822400,1692348,1,416.87,417.45,416.84,417.27,416.84,416.97,416.32,416.87,416.3,416.93,416.0501,416.84,418.37,418.38,415.9525,416.3
416.63,416.9193,416.09,416.69,685500,1663604,1,417.27,417.685,416.59,416.65,416.87,417.45,416.84,417.27,416.84,416.97,416.32,416.87,416.3,416.93,416.0501,416.84
416.69,417.26,416.44,416.85,609500,1640996,1,416.63,416.9193,416.09,416.69,417.27,417.685,416.59,416.65,416.87,417.45,416.84,417.27,416.84,416.97,416.32,416.87
416.86,417.34,416.66,416.9,516400,1618548,0,416.69,417.26,416.44,416.85,416.63,416.9193,416.09,416.69,417.27,417.685,416.59,416.65,416.87,417.45,416.84,417.27
416.9,417.48,416.34,416.81,777500,1594496,0,416.86,417.34,416.66,416.9,416.69,417.26,416.44,416.85,416.63,416.9193,416.09,416.69,417.27,417.685,416.59,416.65
416.81,417.15,416.5,416.58,518700,1556536,1,416.9,417.48,416.34,416.81,416.86,417.34,416.66,416.9,416.69,417.26,416.44,416.85,416.63,416.9193,416.09,416.69
416.5999,417.14,416.01,416.98,665900,1522794,1,416.81,417.15,416.5,416.58,416.9,417.48,416.34,416.81,416.86,417.34,416.66,416.9,416.69,417.26,416.44,416.85
416.98,417.9664,416.9301,417.15,623500,1490072,1,416.5999,417.14,416.01,416.98,416.81,417.15,416.5,416.58,416.9,417.48,416.34,416.81,416.86,417.34,416.66,416.9
417.15,417.8,416.905,417.67,444100,1450624,1,416.98,417.9664,416.9301,417.15,416.5999,417.14,416.01,416.98,416.81,417.15,416.5,416.58,416.9,417.48,416.34,416.81
417.66,418.28,417.48,418.16,617600,1405480,1,417.15,417.8,416.905,417.67,416.98,417.9664,416.9301,417.15,416.5999,417.14,416.01,416.98,416.81,417.15,416.5,416.58
418.19,418.55,418.1,418.205,614000,1362224,0,417.66,418.28,417.48,418.16,417.15,417.8,416.905,417.67,416.98,417.9664,416.9301,417.15,416.5999,417.14,416.01,416.98
418.205,418.71,417.55,417.9299,842300,1328660,0,418.19,418.55,418.1,418.205,417.66,418.28,417.48,418.16,417.15,417.8,416.905,417.67,416.98,417.9664,416.9301,417.15
417.92,418.05,417.33,417.67,575500,1288816,1,418.205,418.71,417.55,417.9299,418.19,418.55,418.1,418.205,417.66,418.28,417.48,418.16,417.15,417.8,416.905,417.67
417.68,418.22,417.53,418.16,517000,1176284,1,417.92,418.05,417.33,417.67,418.205,418.71,417.55,417.9299,418.19,418.55,418.1,418.205,417.66,418.28,417.48,418.16
418.16,418.44,417.81,418.37,547400,1072278,1,417.68,418.22,417.53,418.16,417.92,418.05,417.33,417.67,418.205,418.71,417.55,417.9299,418.19,418.55,418.1,418.205
418.375,418.56,417.91,418.5,550600,1025672,0,418.16,418.44,417.81,418.37,417.68,418.22,417.53,418.16,417.92,418.05,417.33,417.67,418.205,418.71,417.55,417.9299
418.5,418.63,417.93,418.0899,640500,994762,0,418.375,418.56,417.91,418.5,418.16,418.44,417.81,418.37,417.68,418.22,417.53,418.16,417.92,418.05,417.33,417.67
418.0802,418.15,417.365,417.62,570300,972514,0,418.5,418.63,417.93,418.0899,418.375,418.56,417.91,418.5,418.16,418.44,417.81,418.37,417.68,418.22,417.53,418.16
417.62,417.73,417.28,417.55,595800,950640,0,418.0802,418.15,417.365,417.62,418.5,418.63,417.93,418.0899,418.375,418.56,417.91,418.5,418.16,418.44,417.81,418.37
417.55,417.58,416.61,416.7099,1120300,932796,0,417.62,417.73,417.28,417.55,418.0802,418.15,417.365,417.62,418.5,418.63,417.93,418.0899,418.375,418.56,417.91,418.5
416.72,416.7265,416.27,416.54,726900,911272,0,417.55,417.58,416.61,416.7099,417.62,417.73,417.28,417.55,418.0802,418.15,417.365,417.62,418.5,418.63,417.93,418.0899
416.54,416.59,415.66,415.75,1006400,894594,0,416.72,416.7265,416.27,416.54,417.55,417.58,416.61,416.7099,417.62,417.73,417.28,417.55,418.0802,418.15,417.365,417.62
415.75,415.75,415.07,415.3,977200,879598,0,416.54,416.59,415.66,415.75,416.72,416.7265,416.27,416.54,417.55,417.58,416.61,416.7099,417.62,417.73,417.28,417.55
415.3,415.43,414.87,415.28,932700,865878,0,415.75,415.75,415.07,415.3,416.54,416.59,415.66,415.75,416.72,416.7265,416.27,416.54,417.55,417.58,416.61,416.7099
415.28,415.35,414.88,414.99,595000,851802,1,415.3,415.43,414.87,415.28,415.75,415.75,415.07,415.3,416.54,416.59,415.66,415.75,416.72,416.7265,416.27,416.54
414.99,415.8,414.94,415.735,960800,849052,0,415.28,415.35,414.88,414.99,415.3,415.43,414.87,415.28,415.75,415.75,415.07,415.3,416.54,416.59,415.66,415.75
415.75,416.485,415.14,415.225,1051700,840212,1,414.99,415.8,414.94,415.735,415.28,415.35,414.88,414.99,415.3,415.43,414.87,415.28,415.75,415.75,415.07,415.3
415.225,415.8597,414.115,415.54,1504900,834988,1,415.75,416.485,415.14,415.225,414.99,415.8,414.94,415.735,415.28,415.35,414.88,414.99,415.3,415.43,414.87,415.28
415.55,416.03,414.5,415.84,971200,831872,1,415.225,415.8597,414.115,415.54,415.75,416.485,415.14,415.225,414.99,415.8,414.94,415.735,415.28,415.35,414.88,414.99
415.84,416.8473,415.59,416.35,997900,833286,1,415.55,416.03,414.5,415.84,415.225,415.8597,414.115,415.54,415.75,416.485,415.14,415.225,414.99,415.8,414.94,415.735
416.35,417.49,416.06,417.3167,953700,829692,0,415.84,416.8473,415.59,416.35,415.55,416.03,414.5,415.84,415.225,415.8597,414.115,415.54,415.75,416.485,415.14,415.225
417.31,417.5,416.84,416.97,919000,826102,1,416.35,417.49,416.06,417.3167,415.84,416.8473,415.59,416.35,415.55,416.03,414.5,415.84,415.225,415.8597,414.115,415.54
416.97,417.96,416.86,417.7,800700,822916,0,417.31,417.5,416.84,416.97,416.35,417.49,416.06,417.3167,415.84,416.8473,415.59,416.35,415.55,416.03,414.5,415.84
417.7,417.98,416.65,417.69,836600,820324,0,416.97,417.96,416.86,417.7,417.31,417.5,416.84,416.97,416.35,417.49,416.06,417.3167,415.84,416.8473,415.59,416.35
417.69,417.87,416.74,416.8192,987600,805074,0,417.7,417.98,416.65,417.69,416.97,417.96,416.86,417.7,417.31,417.5,416.84,416.97,416.35,417.49,416.06,417.3167
416.8192,417.67,415.97,416.7,982400,802444,0,417.69,417.87,416.74,416.8192,417.7,417.98,416.65,417.69,416.97,417.96,416.86,417.7,417.31,417.5,416.84,416.97
416.7,417.01,416.21,416.65,861400,798534,1,416.8192,417.67,415.97,416.7,417.69,417.87,416.74,416.8192,417.7,417.98,416.65,417.69,416.97,417.96,416.86,417.7
416.65,417.34,416.15,417.13,1190500,805326,0,416.7,417.01,416.21,416.65,416.8192,417.67,415.97,416.7,417.69,417.87,416.74,416.8192,417.7,417.98,416.65,417.69
417.13,417.21,415.72,416,1611900,820708,0,416.65,417.34,416.15,417.13,416.7,417.01,416.21,416.65,416.8192,417.67,415.97,416.7,417.69,417.87,416.74,416.8192
416.01,416.04,414.79,415.285,1754900,836894,1,417.13,417.21,415.72,416,416.65,417.34,416.15,417.13,416.7,417.01,416.21,416.65,416.8192,417.67,415.97,416.7
415.285,416.15,414.81,415.5,1643200,853862,1,416.01,416.04,414.79,415.285,417.13,417.21,415.72,416,416.65,417.34,416.15,417.13,416.7,417.01,416.21,416.65
415.5,416.9,414.95,416.6797,2851400,894782,0,415.285,416.15,414.81,415.5,416.01,416.04,414.79,415.285,417.13,417.21,415.72,416,416.65,417.34,416.15,417.13
416.6797,416.83,416.12,416.41,3998400,964294,0,415.5,416.9,414.95,416.6797,415.285,416.15,414.81,415.5,416.01,416.04,414.79,415.285,417.13,417.21,415.72,416
417.13,417.15,416.15,416.28,1729600,987476,1,416.6797,416.83,416.12,416.41,415.5,416.9,414.95,416.6797,415.285,416.15,414.81,415.5,416.01,416.04,414.79,415.285
416.28,416.77,416.17,416.415,1401800,1001620,1,417.13,417.15,416.15,416.28,416.6797,416.83,416.12,416.41,415.5,416.9,414.95,416.6797,415.285,416.15,414.81,415.5
416.42,417.05,416.24,416.8706,1421700,1009410,1,416.28,416.77,416.17,416.415,417.13,417.15,416.15,416.28,416.6797,416.83,416.12,416.41,415.5,416.9,414.95,416.6797
416.85,417.42,416.72,417.33,1157700,1002802,0,416.42,417.05,416.24,416.8706,416.28,416.77,416.17,416.415,417.13,417.15,416.15,416.28,416.6797,416.83,416.12,416.41
417.34,417.36,416.31,416.37,1111400,1006108,0,416.85,417.42,416.72,417.33,416.42,417.05,416.24,416.8706,416.28,416.77,416.17,416.415,417.13,417.15,416.15,416.28
416.39,416.72,416.02,416.0319,946400,1009570,0,417.34,417.36,416.31,416.37,416.85,417.42,416.72,417.33,416.42,417.05,416.24,416.8706,416.28,416.77,416.17,416.415
416.0319,416.16,415.4,415.62,1366900,1022134,0,416.39,416.72,416.02,416.0319,417.34,417.36,416.31,416.37,416.85,417.42,416.72,417.33,416.42,417.05,416.24,416.8706
415.62,415.69,415.03,415.26,1105800,1027802,0,416.0319,416.16,415.4,415.62,416.39,416.72,416.02,416.0319,417.34,417.36,416.31,416.37,416.85,417.42,416.72,417.33
