Date,Open,High,Low,Close,FW Moving Average 25,RWG
5/19/22 15:36,389.95,389.98,389.41,389.46,391.2601,Red
5/19/22 15:38,389.46,389.85,389.2,389.82,391.1069,White
5/19/22 15:40,389.82,389.9,389.35,389.43,390.9303,White
5/19/22 15:42,389.44,389.79,389.34,389.4017,390.761,White
5/19/22 15:44,389.4017,390.59,389.05,390.415,390.679,Green
5/19/22 15:46,390.43,391.1,390.009,391,390.6495,Green
5/19/22 15:48,391.01,391.0853,389.53,389.63,390.5197,Red
5/19/22 15:50,389.6,390.42,389.481,390.16,390.4378,White
5/19/22 15:52,390.16,390.56,389.09,389.26,390.2949,Red
5/19/22 15:54,389.26,389.56,389.04,389.4301,390.1759,White
5/19/22 15:56,389.42,390.2,389.1,389.82,390.1006,Green
5/19/22 15:58,389.81,389.92,389.49,389.67,390.0257,White
5/19/22 16:00,389.67,389.95,389.32,389.45,389.9459,Red
5/20/22 9:32,393,397.03,392.59,392.98,390.1474,Green
5/20/22 9:34,392.99,393.6,392.855,393.14,390.3595,White
5/20/22 9:36,393.13,393.15,392.19,392.28,390.5016,Red
5/20/22 9:38,392.28,392.64,391.66,392.19,390.6365,White
5/20/22 9:40,392.18,393.1668,392.18,392.91,390.8259,Green
5/20/22 9:42,392.91,393.28,392.49,392.78,391.0007,White
5/20/22 9:44,392.78,393.8266,392.75,393.4499,391.2217,Green
5/20/22 9:46,393.4499,393.825,392.92,393.15,391.4109,White
5/20/22 9:48,393.15,393.23,392.18,392.2,391.5189,Red
5/20/22 9:50,392.17,392.8,392.13,392.5024,391.6438,White
5/20/22 9:52,392.51,393,392.24,392.49,391.7596,White
5/20/22 9:54,392.49,392.9,392.27,392.6901,391.8836,White
5/20/22 9:56,392.73,393.18,392.62,392.76,392.0045,White
5/20/22 9:58,392.76,392.78,392.2,392.58,392.1014,Red
5/20/22 10:00,392.58,393.17,392.47,392.76,392.2036,White
5/20/22 10:02,392.75,393.28,392.21,392.235,392.2552,Red
5/20/22 10:04,392.24,392.64,392.02,392.29,392.3024,White
5/20/22 10:06,392.2804,392.52,391.96,392.0015,392.3215,Red
5/20/22 10:08,392,392.1,390.99,391.0555,392.2649,Red
