Date,Open,High,Low,Close,FW Moving Average 25,Volume ,NextHigherorLower
4/27/22 9:55,421.38,422.02,420.53,420.75,418.84,1813000,0
4/27/22 10:00,420.73,420.99,420.38,420.75,418.97,1043000,0
4/27/22 10:05,420.75,421.76,419.23,419.51,418.99,1871400,0
4/27/22 10:10,419.5,419.78,418.79,419.07,418.99,1654700,0
4/27/22 10:15,419.07,421.77,416.91,417.01,418.84,1889000,0
4/27/22 10:20,417.02,417.05,415.81,416.44,418.65,2175800,1
4/27/22 10:25,416.41,417.7,416.24,417.2,418.53,1827600,0
4/27/22 10:30,417.19,417.76,415.89,415.94,418.31,1113100,1
4/27/22 10:35,415.94,416.08,415.01,415.99,418.12,2150500,1
4/27/22 10:40,415.98,417.82,415.81,417.51,418.06,1721400,1
4/27/22 10:45,417.51,418.36,417.35,418.05,418.05,1265800,1
4/27/22 10:50,418.05,419.28,417.77,419.22,418.13,1313900,0
4/27/22 10:55,419.23,419.32,418.12,418.19,418.13,1119400,0
4/27/22 11:00,418.2,418.82,417.97,418.03,418.12,847600,1
4/27/22 11:05,418.03,419.92,417.97,418.76,418.16,1499600,0
4/27/22 11:10,418.76,418.89,417.96,418.29,418.17,983000,1
4/27/22 11:15,418.29,419.21,417.71,418.39,418.18,1158000,1
4/27/22 11:20,418.38,419.61,418.38,419.37,418.27,1285100,0
4/27/22 11:25,419.37,419.83,418.39,419.31,418.34,1116800,1
4/27/22 11:30,419.31,420.03,419.08,419.8,418.45,1050800,1
4/27/22 11:35,419.82,420.77,419.78,420.72,418.63,1467000,0
4/27/22 11:40,420.73,420.82,420.3,420.36,418.76,911400,1
4/27/22 11:45,420.36,421,420.05,420.39,418.88,912200,0
4/27/22 11:50,420.42,420.44,419.85,420.16,418.99,702400,0
4/27/22 11:55,420.15,420.31,418.94,419.15,419.01,787800,1
4/27/22 12:00,419.13,419.74,418.96,419.69,419.08,697700,0
4/27/22 12:05,419.68,419.93,418.73,419.52,419.15,695400,1
4/27/22 12:10,419.52,420.55,419.5,420.39,419.28,675300,0
4/27/22 12:15,420.39,420.46,419.9,420.12,419.39,591200,0
4/27/22 12:20,420.13,420.51,419.69,420,419.49,587500,1
4/27/22 12:25,419.99,421.91,419.79,421.57,419.7,1312600,1
4/27/22 12:30,421.62,422.24,421.44,422.11,419.94,1008500,0
4/27/22 12:35,422.11,422.49,421.69,421.95,420.15,1048800,0
4/27/22 12:40,421.95,422.07,421.34,421.91,420.33,863800,1
4/27/22 12:45,421.91,422.92,421.64,422.45,420.54,996600,0
4/27/22 12:50,422.45,422.65,421.71,421.89,420.7,971700,1
4/27/22 12:55,421.89,422.11,421.61,421.9,420.84,533400,1
4/27/22 13:00,421.9,422.15,421.69,422.06,420.98,698600,1
4/27/22 13:05,422.06,422.23,420.09,422.1,421.12,2567700,0
4/27/22 13:10,422.1,422.35,420.67,420.84,421.14,1099800,0
4/27/22 13:15,420.84,421.16,420.16,420.72,421.15,1073300,0
4/27/22 13:20,420.73,420.76,420.13,420.4,421.13,764400,1
4/27/22 13:25,420.4,421.17,420.34,420.56,421.12,841200,1
4/27/22 13:30,420.56,421.61,419.65,421.53,421.17,1262800,0
4/27/22 13:35,421.53,421.96,421.06,421.48,421.22,758000,0
4/27/22 13:40,421.47,421.93,420.62,420.89,421.21,583100,0
4/27/22 13:45,420.89,421.07,420.44,420.85,421.21,508200,1
4/27/22 13:50,420.84,421.7,420.6,421.57,421.25,608800,1
4/27/22 13:55,421.57,422.15,421.45,421.92,421.32,570000,1
4/27/22 14:00,421.92,421.99,421.45,421.93,421.38,500100,0
4/27/22 14:05,421.92,421.96,421.11,421.21,421.38,614600,1
4/27/22 14:10,421.2,421.67,421.06,421.32,421.38,429300,1
4/27/22 14:15,421.32,421.71,420.84,421.46,421.39,478700,0
4/27/22 14:20,421.42,421.48,420.38,420.62,421.33,511300,0
4/27/22 14:25,420.64,421.23,420.56,420.56,421.27,374600,0
4/27/22 14:30,420.56,420.71,420.21,420.37,421.19,456400,1
4/27/22 14:35,420.37,421.02,420.18,420.83,421.14,527800,0
4/27/22 14:40,420.83,420.97,419.38,420.57,421.09,897300,1
4/27/22 14:45,420.57,421.43,420.5,421.15,421.08,879200,0
4/27/22 14:50,421.17,421.56,420.42,420.65,421.03,883000,0
4/27/22 14:55,420.65,420.78,419.51,419.68,420.92,660600,0
4/27/22 15:00,419.66,419.66,418.29,418.71,420.73,1366500,0
4/27/22 15:05,418.71,419,417.78,418.06,420.51,1459200,1
4/27/22 15:10,418.05,418.68,417.69,418.08,420.3,1468500,1
4/27/22 15:15,418.07,418.68,417.63,418.41,420.13,1150800,0
4/27/22 15:20,418.42,418.9,417.56,418.04,419.94,928000,0
4/27/22 15:25,418.04,418.28,417.24,417.73,419.73,1090500,1
4/27/22 15:30,417.73,418.52,417.71,418.27,419.57,1037400,0
4/27/22 15:35,418.27,418.64,417.77,417.96,419.39,1077900,0
4/27/22 15:40,417.96,418.32,417.1,417.35,419.18,1535300,1
4/27/22 15:45,417.36,418.65,417.12,418.3,419.06,1668100,0
4/27/22 15:50,418.3,418.79,417.37,417.49,418.88,1959800,0
4/27/22 15:55,417.48,417.65,416.53,417.36,418.7,4200800,0
4/27/22 16:00,417.36,417.99,416.9,417.25,418.53,5977500,1
4/28/22 9:35,422.17,423.08,421.11,421.15,418.67,2734400,0
4/28/22 9:40,421.16,421.74,420.73,420.79,418.78,1853700,0
4/28/22 9:45,420.79,421.51,419.64,419.81,418.82,1328000,1
4/28/22 9:50,419.81,420.85,419.75,420.03,418.88,1374700,1
4/28/22 9:55,420.03,420.86,419.56,420.7,419,1328000,0
4/28/22 10:00,420.7,420.82,420.09,420.48,419.1,841300,0
4/28/22 10:05,420.45,420.52,418.75,418.85,419.08,1504300,1
4/28/22 10:10,418.83,419.95,418.63,419.55,419.11,1053100,0
4/28/22 10:15,419.56,419.91,418.9,419.47,419.14,983700,1
4/28/22 10:20,419.47,420.65,418.91,420.57,419.26,1270200,0
4/28/22 10:25,420.57,420.68,419.79,419.86,419.33,955100,0
4/28/22 10:30,419.86,419.92,418.41,418.48,419.29,1487500,0
4/28/22 10:35,418.48,418.71,417.89,418,419.22,1374800,1
4/28/22 10:40,418,418.75,417.91,418.21,419.17,796300,1
4/28/22 10:45,418.21,418.46,417.6,418.38,419.13,782600,0
4/28/22 10:50,418.38,418.93,418.19,418.37,419.09,886000,1
4/28/22 10:55,418.37,418.72,417.77,418.66,419.07,677200,1
4/28/22 11:00,418.66,419.58,418.52,419.28,419.1,872100,1
4/28/22 11:05,419.28,419.97,419.09,419.8,419.16,803700,1
4/28/22 11:10,419.8,420.84,419.51,420.66,419.29,901400,1
4/28/22 11:15,420.66,420.85,420.39,420.84,419.42,696100,1
4/28/22 11:20,420.82,421.28,420.53,421.24,419.57,1202200,0
4/28/22 11:25,421.24,421.3,420.54,420.79,419.67,585800,0
4/28/22 11:30,420.81,421.26,420.61,420.74,419.76,685600,1
4/28/22 11:35,420.74,421.35,420.38,421.22,419.88,781200,0
4/28/22 11:40,421.22,421.3,420.24,420.31,419.92,584100,0
4/28/22 11:45,420.31,420.59,419.96,420.04,419.94,559000,0
4/28/22 11:50,420.04,420.14,419.47,419.98,419.95,587500,1
4/28/22 11:55,419.97,420.92,419.75,420.5,420.01,697400,1
4/28/22 12:00,420.5,420.67,420,420.55,420.07,396000,1
4/28/22 12:05,420.55,421,420.13,420.88,420.15,506800,0
4/28/22 12:10,420.88,420.9,420.02,420.46,420.2,516500,1
4/28/22 12:15,420.46,421.33,420.41,421.32,420.31,461400,1
4/28/22 12:20,421.32,422.07,421.26,422.04,420.47,814900,1
4/28/22 12:25,422.04,422.64,421.88,422.5,420.66,667100,1
4/28/22 12:30,422.5,423.22,422.48,423.21,420.9,877000,1
4/28/22 12:35,423.21,423.73,423.09,423.69,421.16,667100,1
4/28/22 12:40,423.7,424.19,423.65,424.02,421.44,983800,1
4/28/22 12:45,424.01,424.75,424.01,424.75,421.75,1081800,1
4/28/22 12:50,424.75,425.8,424.74,425.24,422.07,2161100,1
4/28/22 12:55,425.25,425.43,424.67,425.28,422.39,1261200,1
4/28/22 13:00,425.28,425.64,425,425.6,422.7,789100,1
4/28/22 13:05,425.6,425.94,425.23,425.84,423.01,1195400,1
4/28/22 13:10,425.82,426.42,425.51,426.28,423.33,1094900,1
4/28/22 13:15,426.28,427.2,426.21,427.06,423.7,1300300,0
4/28/22 13:20,427.06,427.3,426.44,426.94,424.03,1066700,0
4/28/22 13:25,426.95,426.99,426.19,426.49,424.32,739500,1
4/28/22 13:30,426.46,427.05,426.43,426.86,424.61,655400,1
4/28/22 13:35,426.87,427.14,426.32,426.89,424.89,1144600,1
4/28/22 13:40,426.89,427.58,426.65,427.47,425.19,925700,0
4/28/22 13:45,427.47,427.63,426.5,426.96,425.44,965800,1
4/28/22 13:50,426.95,427.55,426.77,427.39,425.7,671200,0
4/28/22 13:55,427.4,427.45,426.64,426.8,425.89,833500,1
4/28/22 14:00,426.8,427.23,426.59,427.17,426.09,559100,1
4/28/22 14:05,427.17,427.47,427.03,427.35,426.28,740400,0
4/28/22 14:10,427.35,427.37,426.82,427.15,426.43,602900,0
4/28/22 14:15,427.15,427.53,426.96,427.07,426.56,603500,1
4/28/22 14:20,427.06,427.36,426.72,427.35,426.69,530300,1
4/28/22 14:25,427.34,427.68,426.97,427.66,426.83,539600,0
4/28/22 14:30,427.66,427.66,427.23,427.54,426.94,603400,0
4/28/22 14:35,427.55,427.79,427.13,427.52,427.03,1114000,1
4/28/22 14:40,427.52,427.94,427.42,427.82,427.13,815900,1
4/28/22 14:45,427.83,428.41,427.81,428.37,427.26,1024400,1
4/28/22 14:50,428.37,428.83,428.3,428.82,427.41,1020700,0
4/28/22 14:55,428.82,429.2,428.32,428.33,427.52,1155300,1
4/28/22 15:00,428.33,428.76,428.2,428.65,427.63,794200,1
4/28/22 15:05,428.65,429.03,428.3,428.7,427.75,1262200,1
4/28/22 15:10,428.7,429.17,428.66,429.03,427.87,798800,0
4/28/22 15:15,429.03,429.06,428.48,428.64,427.96,895800,1
4/28/22 15:20,428.63,429.11,428.45,429.11,428.07,738400,1
4/28/22 15:25,429.11,429.64,428.97,429.6,428.22,1111700,0
4/28/22 15:30,429.6,429.6,428.72,428.77,428.3,1225400,0
4/28/22 15:35,428.78,428.87,428.03,428.14,428.32,1536600,0
4/28/22 15:40,428.14,428.41,427.57,427.99,428.32,1648000,0
4/28/22 15:45,427.97,428.56,427.47,427.62,428.29,1346300,0
4/28/22 15:50,427.62,428.17,427.04,427.55,428.26,2193600,0
4/28/22 15:55,427.54,427.6,426.65,427.19,428.2,3323300,1
4/28/22 16:00,427.19,427.9,426.37,427.8,428.18,7584400,0
4/29/22 9:35,423.56,424.67,422.68,424.44,427.91,2584800,0
4/29/22 9:40,424.45,424.88,423.31,423.83,427.59,1557500,0
4/29/22 9:45,423.82,424.22,422.69,422.86,427.21,1220300,1
4/29/22 9:50,422.86,423.66,422.58,423.38,426.89,1143500,1
4/29/22 9:55,423.38,424,422.93,423.56,426.59,1052800,1
4/29/22 10:00,423.57,425.87,423.54,425.71,426.46,1864200,0
4/29/22 10:05,425.71,425.86,424.87,424.92,426.28,1110100,0
4/29/22 10:10,424.92,425.12,424.02,424.52,426.08,1041800,0
4/29/22 10:15,424.52,424.94,423.97,424.27,425.87,898600,0
4/29/22 10:20,424.27,424.99,422.14,422.38,425.53,1326400,0
4/29/22 10:25,422.38,422.63,421.66,421.94,425.17,1498600,0
4/29/22 10:30,421.94,422.21,420.98,421.18,424.77,1143300,0
4/29/22 10:35,421.18,421.41,420.95,421.03,424.38,1140800,1
4/29/22 10:40,421.03,421.25,420.38,421.04,424.02,1292100,0
4/29/22 10:45,421.04,421.11,420.34,420.81,423.66,969500,0
4/29/22 10:50,420.81,420.84,420.15,420.28,423.29,1564100,1
4/29/22 10:55,420.28,420.62,419.93,420.45,422.95,1046900,1
4/29/22 11:00,420.45,420.91,420.28,420.76,422.67,1060000,0
4/29/22 11:05,420.76,420.76,419.94,420.49,422.39,978700,0
4/29/22 11:10,420.47,421.2,420.21,420.32,422.12,879300,0
4/29/22 11:15,420.32,420.62,419.6,420.3,421.88,837000,1
4/29/22 11:20,420.29,420.61,420.03,420.54,421.68,663300,1
4/29/22 11:25,420.54,421.09,420.14,420.79,421.52,886900,1
4/29/22 11:30,420.79,421,420.34,420.94,421.4,904400,1
4/29/22 11:35,420.91,421.99,420.64,421.35,421.32,1175700,0
4/29/22 11:40,421.35,421.71,420.94,420.96,421.23,751900,1
4/29/22 11:45,420.95,421.67,420.74,421.55,421.2,776100,0
4/29/22 11:50,421.55,422.13,421.25,421.4,421.17,990400,1
4/29/22 11:55,421.4,421.65,420.93,421.43,421.14,889400,0
4/29/22 12:00,421.43,421.57,420.4,420.45,421.04,745800,0
4/29/22 12:05,420.45,420.56,419.12,419.21,420.86,980300,0
4/29/22 12:10,419.21,419.37,418.88,418.98,420.68,775500,1
4/29/22 12:15,418.98,419.46,418.91,419.25,420.54,800100,0
4/29/22 12:20,419.26,419.26,418.75,418.92,420.38,724900,1
4/29/22 12:25,418.92,419.33,418.68,419.32,420.28,1099100,0
4/29/22 12:30,419.32,419.56,418.65,418.83,420.15,685000,0
4/29/22 12:35,418.83,418.95,418.42,418.67,420.01,547800,1
4/29/22 12:40,418.7,418.92,418.46,418.71,419.89,551300,0
4/29/22 12:45,418.71,418.81,418.04,418.1,419.73,889500,0
4/29/22 12:50,418.11,418.44,418.02,418.09,419.57,641300,0
4/29/22 12:55,418.08,418.11,417.21,417.28,419.36,1391600,1
4/29/22 13:00,417.26,417.94,417.26,417.68,419.19,1275300,1
4/29/22 13:05,417.66,418.65,417.62,418.41,419.09,1051200,0
4/29/22 13:10,418.41,418.46,417.49,417.65,418.93,757500,1
4/29/22 13:15,417.65,418.09,417.52,418.06,418.81,647400,1
4/29/22 13:20,418.06,418.5,417.96,418.31,418.73,768300,1
4/29/22 13:25,418.31,418.98,418.08,418.9,418.69,799800,0
4/29/22 13:30,418.9,419.44,418.62,418.65,418.63,785700,1
4/29/22 13:35,418.65,419.26,418.61,418.99,418.61,782500,1
4/29/22 13:40,418.96,419.78,418.84,419.1,418.61,906400,0
4/29/22 13:45,419.08,419.16,418.09,418.27,418.55,784100,0
4/29/22 13:50,418.26,418.33,417.76,417.84,418.46,626200,0
4/29/22 13:55,417.84,418.12,417.72,417.76,418.38,765200,0
4/29/22 14:00,417.76,417.92,417.57,417.66,418.3,702800,0
4/29/22 14:05,417.66,417.8,417.1,417.23,418.2,958500,0
4/29/22 14:10,417.23,417.34,416.95,417.01,418.1,1283100,1
4/29/22 14:15,417.01,417.45,416.73,417.19,418.01,778700,1
4/29/22 14:20,417.19,418.06,417.18,417.31,417.94,968900,0
4/29/22 14:25,417.32,417.35,416.52,416.67,417.82,818300,1
4/29/22 14:30,416.67,416.99,416.6,416.75,417.72,836700,0
4/29/22 14:35,416.75,417.04,416.39,416.57,417.61,844800,0
4/29/22 14:40,416.57,416.85,415.85,415.93,417.46,1080000,1
4/29/22 14:45,415.92,416.27,415.86,416.25,417.35,878800,0
4/29/22 14:50,416.25,416.28,415.3,415.33,417.17,1232500,0
4/29/22 14:55,415.33,415.49,415.01,415.03,416.97,1282100,1
4/29/22 15:00,415.03,415.91,414.83,415.66,416.84,1649700,0
4/29/22 15:05,415.66,415.74,415.06,415.49,416.69,1376500,0
4/29/22 15:10,415.48,415.49,414.53,414.58,416.49,1455800,0
4/29/22 15:15,414.56,414.83,413.9,414.12,416.25,1748800,1
4/29/22 15:20,414.12,415.13,414.04,415.1,416.11,1970200,0
4/29/22 15:25,415.1,415.16,414.35,414.89,415.96,1775100,0
4/29/22 15:30,414.91,415.2,414.01,414.07,415.75,1735000,1
4/29/22 15:35,414.07,414.97,413.82,414.58,415.6,2695000,1
4/29/22 15:40,414.58,415.13,414.14,414.63,415.47,2776700,0
4/29/22 15:45,414.62,415.15,414.01,414.08,415.31,2829500,0
4/29/22 15:50,414.06,414.27,412.76,412.84,415.06,5208800,0
4/29/22 15:55,412.84,412.84,411.51,411.87,414.76,8070200,1
4/29/22 16:00,411.86,412.46,411.21,412.05,414.49,13135400,0
5/2/22 9:35,412.01,413.07,410.97,411.04,414.16,2996100,0
5/2/22 9:40,411.04,411.1,409.32,410.45,413.81,2761300,1
5/2/22 9:45,410.45,413.04,409.25,412.06,413.6,2845200,0
5/2/22 9:50,412.06,412.89,410.95,411.5,413.36,2018300,1
5/2/22 9:55,411.5,412.6,410.84,412.51,413.22,1850000,0
5/2/22 10:00,412.51,413.37,411.78,412.34,413.08,1725400,1
5/2/22 10:05,412.34,413.19,411.48,413.01,413.01,1799300,0
5/2/22 10:10,413,413.05,410.54,410.87,412.78,1617200,1
5/2/22 10:15,410.87,411.61,410.38,410.98,412.58,1456500,1
5/2/22 10:20,410.98,412.47,410.35,412.19,412.48,1241200,1
5/2/22 10:25,412.19,413.57,411.42,413.27,412.48,1580500,1
5/2/22 10:30,413.31,414.95,413.1,414.46,412.58,2775600,1
5/2/22 10:35,414.44,415.92,414.42,415.15,412.74,1961100,0
5/2/22 10:40,415.15,415.34,414.06,414.71,412.86,1674500,0
5/2/22 10:45,414.71,415.51,413.86,414.07,412.93,1503500,0
5/2/22 10:50,414.07,414.38,413.54,413.86,412.99,1303900,0
5/2/22 10:55,413.88,413.98,413.07,413.23,413.01,1387300,0
5/2/22 11:00,413.23,413.93,412.28,412.41,412.96,1493100,0
5/2/22 11:05,412.41,412.62,410.87,410.89,412.81,1536800,1
5/2/22 11:10,410.91,412.05,410.81,411.74,412.73,1498100,1
5/2/22 11:15,411.74,412.32,411.12,412.3,412.7,1227600,0
5/2/22 11:20,412.28,412.32,410.13,410.52,412.55,1506500,1
5/2/22 11:25,410.52,411.07,410.15,410.86,412.43,1077300,0
5/2/22 11:30,410.88,411.43,410,410.58,412.29,1246000,1
5/2/22 11:35,410.58,411.4,409.88,410.95,412.19,1720700,0
5/2/22 11:40,410.95,411.8,410.15,410.28,412.04,1270500,1
5/2/22 11:45,410.26,411.23,409.8,410.56,411.91,1354400,0
5/2/22 11:50,410.56,411.31,410.26,410.56,411.79,846900,1
5/2/22 11:55,410.56,411.29,410.36,411.05,411.7,792900,1
5/2/22 12:00,411.05,411.86,410.69,411.76,411.67,1239200,0
5/2/22 12:05,411.76,412.22,409.77,410.23,411.53,1345600,1
5/2/22 12:10,410.23,410.58,409.81,410.46,411.41,835500,1
5/2/22 12:15,410.46,410.76,410.13,410.63,411.31,627900,1
5/2/22 12:20,410.63,411.87,410.31,411.83,411.3,1014600,0
5/2/22 12:25,411.83,412.56,411.54,411.66,411.28,1115500,0
5/2/22 12:30,411.65,411.81,410.88,411.51,411.25,671400,1
5/2/22 12:35,411.51,411.96,411.11,411.89,411.25,739300,0
5/2/22 12:40,411.89,412.27,410.72,410.83,411.18,793700,0
5/2/22 12:45,410.83,411.25,410.37,410.51,411.1,655400,0
5/2/22 12:50,410.51,410.74,410.06,410.31,411.02,745200,0
5/2/22 12:55,410.31,410.44,409.4,409.58,410.89,910200,0
5/2/22 13:00,409.58,410.13,408.68,408.99,410.73,1432000,0
5/2/22 13:05,408.98,409.26,408.03,408.4,410.53,1417000,1
5/2/22 13:10,408.4,409.77,408.27,409.33,410.42,1375400,1
5/2/22 13:15,409.31,410.08,409.13,409.72,410.35,748100,0
5/2/22 13:20,409.72,409.79,409.01,409.28,410.25,654300,0
5/2/22 13:25,409.28,409.36,408.6,408.69,410.11,640300,0
5/2/22 13:30,408.69,409.25,408.22,408.67,409.97,785600,0
5/2/22 13:35,408.67,409.34,408.06,408.17,409.81,1136000,0
5/2/22 13:40,408.15,408.53,407.85,408.08,409.64,1310600,0
5/2/22 13:45,408.08,408.55,407.61,407.61,409.45,855100,0
5/2/22 13:50,407.61,407.87,407.01,407.08,409.22,1375000,0
5/2/22 13:55,407.07,407.48,406.92,407.03,409,1215900,1
5/2/22 14:00,407.03,407.72,407,407.65,408.84,1280100,1
5/2/22 14:05,407.65,408.48,407.03,408.47,408.76,2025400,0
5/2/22 14:10,408.45,408.82,407.56,407.56,408.61,1223600,0
5/2/22 14:15,407.56,407.68,406.17,406.26,408.37,1149700,0
5/2/22 14:20,406.26,406.35,405.8,405.91,408.12,1975800,1
5/2/22 14:25,405.9,406.71,405.75,406.43,407.92,1366700,0
5/2/22 14:30,406.43,406.64,406.02,406.29,407.73,1225100,1
5/2/22 14:35,406.29,406.93,406.01,406.64,407.58,1853200,0
5/2/22 14:40,406.65,406.79,406,406.34,407.42,1331000,0
5/2/22 14:45,406.34,406.59,405.02,405.5,407.22,1580300,1
5/2/22 14:50,405.5,406.92,405.5,406.71,407.13,1589600,1
5/2/22 14:55,406.7,407.72,406.02,407.19,407.08,2122700,0
5/2/22 15:00,407.19,407.43,406.02,406.46,406.99,1739900,1
5/2/22 15:05,406.46,408,406.32,407.69,407,1638800,1
5/2/22 15:10,407.7,409.19,407.52,408.82,407.1,1980100,1
5/2/22 15:15,408.82,410.44,408.78,410.38,407.32,2416700,1
5/2/22 15:20,410.39,410.83,409.76,410.56,407.56,2353000,1
5/2/22 15:25,410.56,412.21,410.56,412.01,407.9,2259600,0
5/2/22 15:30,412.01,412.54,411.52,411.91,408.22,2416500,1
5/2/22 15:35,411.91,413.71,411.84,413.64,408.67,2874800,0
5/2/22 15:40,413.64,413.91,412.25,412.6,409.02,2776800,0
5/2/22 15:45,412.6,413.53,411.71,411.75,409.3,2520500,1
5/2/22 15:50,411.75,413.64,411.55,413.56,409.7,2567700,1
5/2/22 15:55,413.56,414.41,413.12,414.19,410.13,6143600,1
5/2/22 16:00,414.19,414.66,413.68,414.5,410.56,5747700,1
5/3/22 9:35,414.91,415.71,413.93,415.36,411.04,2880900,0
5/3/22 9:40,415.36,415.4,413.78,413.98,411.39,2186000,1
5/3/22 9:45,413.99,415.36,413.9,414.42,411.75,1682700,0
5/3/22 9:50,414.4,414.52,413.36,414.02,412.06,1689500,1
5/3/22 9:55,414.02,415.08,413.71,414.81,412.41,2012500,1
5/3/22 10:00,414.81,415.55,414.27,415.42,412.78,1803100,1
5/3/22 10:05,415.42,416.27,415.42,415.98,413.16,1840300,0
5/3/22 10:10,415.98,416.24,414.08,414.33,413.39,1727000,1
5/3/22 10:15,414.32,415.32,413.78,415.07,413.65,1618700,0
5/3/22 10:20,415.07,415.17,414.07,415.06,413.88,1298800,0
5/3/22 10:25,415.06,415.46,414.3,414.87,414.07,1098300,1
5/3/22 10:30,414.87,416.04,414.62,415.72,414.3,1493700,1
5/3/22 10:35,415.72,416.7,415.18,416.39,414.56,1766100,0
5/3/22 10:40,416.39,416.55,415.37,415.43,414.71,1127000,0
5/3/22 10:45,415.44,415.55,414.48,414.5,414.76,927200,0
5/3/22 10:50,414.5,414.69,413.9,414.31,414.78,1133400,1
5/3/22 10:55,414.3,415.26,414.05,414.84,414.83,1098500,1
5/3/22 11:00,414.83,415.63,414.8,415.25,414.9,960000,1
5/3/22 11:05,415.25,416.41,414.72,416.39,415.05,966200,1
5/3/22 11:10,416.41,417.83,416.23,417.6,415.28,1750100,1
5/3/22 11:15,417.6,417.72,416.82,417.68,415.5,1113900,0
5/3/22 11:20,417.68,418.09,416.88,417.6,415.7,1056900,1
5/3/22 11:25,417.61,418.48,417.59,418.38,415.94,850900,0
5/3/22 11:30,418.38,418.56,417.74,417.95,416.13,842800,1
5/3/22 11:35,417.96,418.93,417.96,418.67,416.36,945600,0
5/3/22 11:40,418.67,418.74,417.51,417.63,416.51,794800,1
5/3/22 11:45,417.63,418.4,417.63,417.77,416.66,805400,0
5/3/22 11:50,417.77,417.89,417.26,417.69,416.79,522800,0
5/3/22 11:55,417.7,417.94,417.3,417.64,416.9,570500,1
5/3/22 12:00,417.64,417.99,417.41,417.9,417.03,694600,1
5/3/22 12:05,417.89,418.76,417.65,418.37,417.18,1032200,0
5/3/22 12:10,418.37,418.38,415.95,416.3,417.16,1488100,1
5/3/22 12:15,416.3,416.93,416.05,416.84,417.18,946100,1
5/3/22 12:20,416.84,416.97,416.32,416.87,417.2,773300,1
5/3/22 12:25,416.87,417.45,416.84,417.27,417.25,738700,0
5/3/22 12:30,417.27,417.69,416.59,416.65,417.23,822400,1
5/3/22 12:35,416.63,416.92,416.09,416.69,417.22,685500,1
5/3/22 12:40,416.69,417.26,416.44,416.85,417.22,609500,1
5/3/22 12:45,416.86,417.34,416.66,416.9,417.22,516400,0
5/3/22 12:50,416.9,417.48,416.34,416.81,417.2,777500,0
5/3/22 12:55,416.81,417.15,416.5,416.58,417.16,518700,1
5/3/22 13:00,416.6,417.14,416.01,416.98,417.15,665900,1
5/3/22 13:05,416.98,417.97,416.93,417.15,417.14,623500,1
5/3/22 13:10,417.15,417.8,416.91,417.67,417.17,444100,1
5/3/22 13:15,417.66,418.28,417.48,418.16,417.23,617600,1
5/3/22 13:20,418.19,418.55,418.1,418.21,417.29,614000,0
5/3/22 13:25,418.21,418.71,417.55,417.93,417.33,842300,0
5/3/22 13:30,417.92,418.05,417.33,417.67,417.35,575500,1
5/3/22 13:35,417.68,418.22,417.53,418.16,417.41,517000,1
5/3/22 13:40,418.16,418.44,417.81,418.37,417.48,547400,1
5/3/22 13:45,418.38,418.56,417.91,418.5,417.56,550600,0
5/3/22 13:50,418.5,418.63,417.93,418.09,417.61,640500,0
5/3/22 13:55,418.08,418.15,417.37,417.62,417.63,570300,0
5/3/22 14:00,417.62,417.73,417.28,417.55,417.64,595800,0
5/3/22 14:05,417.55,417.58,416.61,416.71,417.58,1120300,0
5/3/22 14:10,416.72,416.73,416.27,416.54,417.51,726900,0
5/3/22 14:15,416.54,416.59,415.66,415.75,417.39,1006400,0
5/3/22 14:20,415.75,415.75,415.07,415.3,417.24,977200,0
5/3/22 14:25,415.3,415.43,414.87,415.28,417.09,932700,0
5/3/22 14:30,415.28,415.35,414.88,414.99,416.92,595000,1
5/3/22 14:35,414.99,415.8,414.94,415.74,416.82,960800,0
5/3/22 14:40,415.75,416.49,415.14,415.23,416.68,1051700,1
5/3/22 14:45,415.23,415.86,414.12,415.54,416.56,1504900,1
5/3/22 14:50,415.55,416.03,414.5,415.84,416.48,971200,1
5/3/22 14:55,415.84,416.85,415.59,416.35,416.44,997900,1
5/3/22 15:00,416.35,417.49,416.06,417.32,416.47,953700,0
5/3/22 15:05,417.31,417.5,416.84,416.97,416.48,919000,1
5/3/22 15:10,416.97,417.96,416.86,417.7,416.54,800700,0
5/3/22 15:15,417.7,417.98,416.65,417.69,416.6,836600,0
5/3/22 15:20,417.69,417.87,416.74,416.82,416.59,987600,0
5/3/22 15:25,416.82,417.67,415.97,416.7,416.58,982400,0
5/3/22 15:30,416.7,417.01,416.21,416.65,416.56,861400,1
5/3/22 15:35,416.65,417.34,416.15,417.13,416.59,1190500,0
5/3/22 15:40,417.13,417.21,415.72,416,416.53,1611900,0
5/3/22 15:45,416.01,416.04,414.79,415.29,416.43,1754900,1
5/3/22 15:50,415.29,416.15,414.81,415.5,416.35,1643200,1
5/3/22 15:55,415.5,416.9,414.95,416.68,416.37,2851400,0
5/3/22 16:00,416.68,416.83,416.12,416.41,416.37,3998400,0
5/4/22 9:35,417.13,417.15,416.15,416.28,416.37,1729600,1
5/4/22 9:40,416.28,416.77,416.17,416.42,416.38,1401800,1
5/4/22 9:45,416.42,417.05,416.24,416.87,416.43,1421700,1
5/4/22 9:50,416.85,417.42,416.72,417.33,416.51,1157700,0
5/4/22 9:55,417.34,417.36,416.31,416.37,416.52,1111400,0
5/4/22 10:00,416.39,416.72,416.02,416.03,416.49,946400,0
5/4/22 10:05,416.03,416.16,415.4,415.62,416.43,1366900,0
5/4/22 10:10,415.62,415.69,415.03,415.26,416.34,1105800,0
