Date,Open,High,Low,Close,FW Moving Average 25,RWG
44700.41944,390.26,391.09,390.1,390.9,389.5284,Green
44700.42083,390.89,391.05,390.03,390.49,389.5623,White
44700.42222,390.49,390.5,389.81,389.96,389.5581,Red
44700.42361,389.96,390.305,389.03,389.56,389.5278,Red
44700.425,389.53,390.79,389.37,390.7301,389.5922,Green
44700.42639,390.73,390.84,389.75,389.82,389.5883,White
44700.42778,389.8,390.35,389.56,389.9948,389.6016,White
44700.42917,390,391.05,389.835,390.81,389.6821,Green
44700.43056,390.81,391.04,390.36,390.475,389.7388,White
44700.43194,390.45,391.92,390.32,391.64,389.8895,Green
44700.43333,391.65,391.69,390.9,391.33,390.0103,White
44700.43472,391.34,391.49,390.63,390.775,390.0858,Red
44700.43611,390.775,390.95,389.3,389.745,390.081,Red
44700.4375,389.745,390.03,389.11,389.6,390.071,White
44700.43889,389.6,389.9,388.71,389.36,390.0464,White
44700.44028,389.36,390.5,389.16,390.08,390.0813,Green
44700.44167,390.0771,390.72,389.925,390.295,390.1311,White
44700.44306,390.295,390.42,389.56,389.63,390.1249,Red
44700.44444,389.6501,389.66,388.55,389.1138,390.0733,Red
44700.44583,389.1,389.105,388.33,388.52,389.9711,Red
44700.44722,388.52,389.28,388.2,388.32,389.8509,Red
44700.44861,388.32,389.12,388.26,388.98,389.7787,White
44700.45,388.98,389.284,388.57,388.73,389.687,White
44700.45139,388.725,389.0332,388.05,388.415,389.5719,Red
44700.45278,388.415,388.82,387.86,387.94,389.4211,Red
44700.45417,387.94,389.27,387.9,388.99,389.3581,Green
44700.45556,388.99,390.2299,388.825,390.0253,389.3806,Green
44700.45694,390.02,390.03,388.93,389.2399,389.3442,White
44700.45833,389.2399,389.52,388.82,389.32,389.3162,White
44700.45972,389.32,390.06,389.15,389.86,389.3304,Green
44700.46111,389.86,389.98,389.45,389.9,389.3503,White
44700.4625,389.9,389.99,388.48,388.58,389.2685,Red
44700.46389,388.55,388.85,388.285,388.8441,389.2114,White
44700.46528,388.8441,389.36,388.48,389.32,389.1969,Green
44700.46667,389.3,390.24,389.21,390.2,389.2537,Green
44700.46806,390.2,390.28,389.38,389.57,389.2664,White
44700.46944,389.5605,389.67,388.9,389.17,389.2538,Red
44700.47083,389.16,389.35,388.51,389.19,389.2476,White
44700.47222,389.22,389.7,389.03,389.52,389.2686,Green
44700.47361,389.51,389.72,388.93,389.71,389.3044,Green
44700.475,389.71,390.03,389.44,389.92,389.3553,Green
44700.47639,389.92,390.41,389.665,390.06,389.4174,Green
44700.47778,390.07,390.0986,389.18,389.455,389.4337,Red
44700.47917,389.455,389.7,389.13,389.5601,389.4587,White
44700.48056,389.5601,390.56,389.5601,390.37,389.5446,Green
44700.48194,390.37,390.72,389.99,390.66,389.6471,Green
44700.48333,390.68,391.1986,390.54,391.16,389.7808,Green
44700.48472,391.16,392.07,391.04,392.0599,389.9771,Green
44700.48611,392.0599,392.3144,391.64,392.13,390.1685,Green
44700.4875,392.13,393.25,392.11,393.0662,390.4205,Green
44700.48889,393.0662,393.34,392.9,393.29,390.674,Green
44700.49028,393.27,393.2894,392.53,392.69,390.868,Red
44700.49167,392.69,392.95,392.59,392.92,391.0716,White
44700.49306,392.92,393.34,392.74,393.02,391.2715,Green
44700.49444,393.02,393.17,392.62,392.79,391.4423,White
44700.49583,392.79,392.86,392.27,392.27,391.5641,Red
44700.49722,392.26,392.42,391.5,391.77,391.6402,Red
44700.49861,391.77,391.77,391.29,391.48,391.6842,Red
44700.5,391.48,392.04,391.44,391.895,391.752,Green
44700.50139,391.895,392.08,391.51,391.71,391.7976,White
44700.50278,391.74,392.21,391.52,392.09,391.8678,Green
44700.50417,392.09,392.24,391.72,391.74,391.9033,White
44700.50556,391.74,392.48,391.725,392.295,391.9736,Green
44700.50694,392.3,392.435,392.05,392.27,392.0324,White
44700.50833,392.27,392.79,392.25,392.75,392.1197,Green
44700.50972,392.77,392.775,392.34,392.6,392.1861,White
44700.51111,392.62,392.89,392.311,392.78,392.2581,Green
44700.5125,392.78,393,392.6,392.64,392.3109,White
44700.51389,392.66,392.72,391.7,391.93,392.2994,Red
44700.51528,391.93,391.95,390.77,391.2539,392.2285,Red
44700.51667,391.27,391.7,391.19,391.38,392.1646,White
44700.51806,391.37,391.58,391.15,391.4,392.1001,White
44700.51944,391.4,391.46,390.92,391.31,392.0279,White
44700.52083,391.26,391.85,391.0466,391.7,391.988,Green
44700.52222,391.71,391.92,391.23,391.42,391.9279,White
44700.52361,391.42,391.49,390.97,391.15,391.852,Red
44700.525,391.15,391.4,390.51,390.5968,391.7402,Red
44700.52639,390.5968,390.83,390.28,390.4,391.6198,Red
44700.52778,390.43,390.49,390,390.07,391.4816,Red
44700.52917,390.06,390.22,389.26,389.4951,391.3083,Red
44700.53056,389.4951,389.9175,389.42,389.51,391.1464,White
44700.53194,389.51,389.56,389.07,389.07,390.959,Red
44700.53333,389.07,389.22,388.87,389.1819,390.7886,White
44700.53472,389.1819,389.39,388.82,389.1099,390.6197,White
44700.53611,389.09,389.55,389.07,389.42,390.4832,Green
44700.5375,389.42,389.69,389.3115,389.45,390.3561,White
44700.53889,389.44,389.71,388.8589,389.4228,390.235,White
44700.54028,389.42,390.0499,389.21,389.98,390.1639,Green
44700.54167,390,390.05,389.74,389.96,390.0984,White
44700.54306,389.96,390.24,389.9028,389.96,390.04,White
44700.54444,389.96,389.96,389.3,389.54,389.9579,Red
44700.54583,389.54,390.32,389.51,390.21,389.9367,Green
44700.54722,390.21,390.58,389.89,390.0763,389.9131,White
44700.54861,390.05,390.1,389.32,389.76,389.8732,Red
44700.55,389.78,389.91,388.65,389.1,389.7891,Red
44700.55139,389.1,389.2192,388.48,388.58,389.6716,Red
44700.55278,388.58,388.83,388.33,388.4602,389.5536,Red
44700.55417,388.48,388.76,388.37,388.76,389.4676,White
44700.55556,388.76,389.63,388.67,389.63,389.4565,Green
44700.55694,389.63,389.76,389.145,389.48,389.4401,White
44700.55833,389.48,390.24,389.26,390.03,389.472,Green
44700.55972,390.02,390.33,389.67,390.21,389.5212,White
44700.56111,390.21,390.26,389.7732,389.9939,389.555,White
44700.5625,389.9939,390.0375,389.37,389.6397,389.5628,Red
44700.56389,389.65,390.49,389.28,390.33,389.625,Green
44700.56528,390.32,390.57,390.18,390.39,389.6893,White
44700.56667,390.39,390.425,389.52,390.015,389.722,Red
44700.56806,390.015,390.34,389.71,389.7916,389.7346,White
44700.56944,389.7916,390.4,389.47,390.22,389.7783,White
44700.57083,390.22,390.29,389.77,389.795,389.7859,White
44700.57222,389.795,390.35,389.77,390.35,389.8351,Green
44700.57361,390.35,390.65,390.03,390.45,389.8891,Green
44700.575,390.45,390.48,389.3,389.34,389.8546,Red
44700.57639,389.34,389.39,388.48,388.66,389.7698,Red
44700.57778,388.645,389.63,388.54,389.4401,389.7489,Green
